DR,A%,DF%,1stIn,1st%,2nd%
2.00,6.9%,3.4%,58.6%,70.6%,83.3%
1.07,3.2%,7.4%,49.5%,63.8%,52.1%
0.70,2.6%,5.2%,61.0%,66.0%,50.0%
0.58,4.3%,4.3%,63.0%,48.3%,47.1%
1.09,4.5%,5.7%,58.0%,74.5%,48.6%
0.56,7.1%,5.1%,62.2%,63.9%,48.6%
0.67,5.0%,0.0%,47.5%,57.9%,52.4%
1.38,1.8%,1.8%,61.4%,80.0%,54.5%
1.40,3.5%,3.5%,57.9%,75.8%,50.0%
0.69,2.1%,2.1%,65.6%,61.9%,42.4%
1.08,1.9%,2.9%,62.9%,78.8%,48.7%
1.20,7.3%,1.2%,68.3%,76.8%,42.3%
-,-,-,-,-,-
1.06,1.6%,0.0%,57.1%,58.3%,44.4%
0.70,0.0%,5.1%,48.7%,78.9%,30.0%
1.21,3.5%,3.5%,48.2%,80.5%,47.7%
1.22,6.9%,8.0%,47.1%,78.0%,43.5%
0.73,4.8%,1.6%,66.1%,53.7%,38.1%
0.97,2.4%,5.6%,49.2%,65.6%,44.4%
0.71,1.6%,3.1%,64.1%,58.5%,43.5%
0.91,2.4%,4.9%,61.8%,61.8%,38.3%
0.84,1.0%,4.0%,55.4%,57.1%,62.2%
1.56,3.4%,5.2%,55.2%,81.3%,65.4%
1.12,1.2%,0.0%,48.8%,81.0%,43.2%
1.48,3.1%,1.6%,56.3%,80.6%,60.7%
1.20,12.0%,8.4%,49.4%,73.2%,59.5%
0.75,2.0%,4.0%,46.0%,78.3%,37.0%
0.96,0.0%,2.3%,55.4%,52.8%,58.6%
1.19,2.5%,2.5%,59.3%,66.7%,48.5%
1.15,2.4%,0.0%,54.1%,71.7%,53.8%
1.18,2.8%,1.4%,58.3%,66.7%,53.3%
1.72,2.0%,4.1%,44.9%,77.3%,55.6%
0.73,0.0%,3.4%,50.8%,63.3%,37.9%
1.00,2.2%,3.0%,57.8%,56.4%,54.4%
1.38,4.6%,1.5%,49.2%,68.8%,54.5%
0.86,1.4%,2.7%,54.1%,62.5%,44.1%
0.60,1.7%,3.4%,41.4%,58.3%,58.8%
1.38,7.7%,3.1%,61.5%,75.0%,60.0%
0.51,2.5%,5.1%,51.9%,56.1%,52.6%
0.62,1.8%,1.8%,61.4%,57.1%,36.4%
0.94,6.2%,2.7%,53.1%,71.7%,54.7%
0.51,3.8%,3.8%,61.5%,50.0%,40.0%
1.11,0.0%,4.7%,60.4%,64.1%,50.0%
1.15,7.1%,4.0%,43.4%,67.4%,55.4%
0.62,2.2%,6.5%,53.8%,60.0%,41.9%
1.75,3.9%,3.9%,60.8%,74.2%,65.0%
0.53,4.6%,4.6%,63.1%,53.7%,54.2%
0.79,1.2%,0.0%,73.8%,56.5%,40.9%
4.56,9.1%,0.0%,60.6%,100.0%,69.2%
0.65,4.0%,5.1%,59.6%,69.5%,55.0%
0.97,8.3%,2.1%,65.6%,68.3%,63.6%
1.06,3.1%,2.1%,51.0%,71.4%,48.9%
1.02,13.5%,2.2%,52.8%,83.0%,47.6%
0.70,10.4%,6.5%,61.0%,76.6%,43.3%
0.57,6.0%,8.0%,56.0%,64.3%,54.5%
1.01,3.9%,1.3%,54.5%,69.0%,34.3%
1.12,1.5%,3.0%,62.7%,64.3%,32.0%
0.24,0.0%,0.0%,48.1%,53.8%,28.6%
1.17,2.6%,2.6%,62.3%,60.4%,58.6%
0.96,3.2%,0.0%,66.7%,58.1%,54.8%
1.34,2.5%,1.3%,56.3%,53.3%,48.6%
0.64,1.5%,0.0%,47.7%,51.6%,38.2%
1.23,1.3%,2.6%,53.8%,88.1%,58.3%
1.40,4.2%,1.4%,59.2%,76.2%,62.1%
0.87,8.8%,7.4%,70.6%,68.8%,35.0%
0.66,0.0%,8.9%,51.8%,62.1%,51.9%
1.07,13.4%,8.0%,58.9%,71.2%,65.2%
0.62,0.0%,3.3%,44.3%,51.9%,47.1%
0.96,2.1%,3.2%,54.3%,62.7%,51.2%
0.96,4.4%,6.6%,60.4%,70.9%,50.0%
1.34,4.2%,2.8%,57.7%,68.3%,43.3%
1.45,10.8%,1.5%,50.8%,81.8%,59.4%
0.87,2.3%,4.6%,55.2%,66.7%,48.7%
0.78,3.4%,3.4%,54.0%,59.6%,47.5%
2.05,7.4%,0.0%,74.1%,75.0%,85.7%
1.22,3.9%,6.6%,47.4%,75.0%,52.5%
0.76,3.6%,2.4%,55.4%,69.6%,35.1%
0.50,0.0%,1.9%,50.0%,53.8%,50.0%
1.12,1.4%,0.0%,60.6%,76.7%,57.1%
1.13,4.6%,0.9%,53.2%,65.5%,54.9%
1.65,4.9%,1.6%,47.5%,86.2%,68.8%
1.28,1.3%,3.9%,55.8%,81.4%,52.9%
1.20,1.2%,0.0%,58.1%,76.0%,52.8%
1.26,6.0%,1.5%,67.2%,68.9%,59.1%
1.97,10.6%,4.3%,63.8%,76.7%,58.8%
2.05,8.5%,4.3%,53.2%,84.0%,63.6%
1.21,5.0%,5.0%,50.0%,72.0%,58.0%
1.03,6.0%,4.8%,59.0%,71.4%,50.0%
0.81,1.7%,3.3%,46.7%,64.3%,37.5%
1.22,3.8%,6.4%,41.0%,78.1%,45.7%
0.71,1.7%,3.4%,62.7%,70.3%,22.7%
0.88,0.0%,4.3%,58.6%,46.3%,41.4%
1.65,5.4%,5.4%,73.2%,75.6%,46.7%
0.60,0.0%,6.4%,61.7%,41.4%,27.8%
0.72,7.4%,1.9%,64.8%,65.7%,36.8%
0.51,0.0%,5.7%,50.9%,55.6%,38.5%
1.09,0.9%,2.6%,60.9%,70.0%,48.9%
0.83,17.8%,6.8%,61.6%,80.0%,64.3%
1.36,11.3%,3.2%,56.5%,85.7%,63.0%
0.46,6.1%,2.0%,63.3%,41.9%,44.4%
1.07,5.1%,2.5%,53.2%,66.7%,59.5%
0.80,1.5%,10.8%,49.2%,68.8%,39.4%
1.11,0.0%,5.7%,55.2%,60.4%,56.4%
1.71,0.0%,4.1%,51.0%,68.0%,62.5%
2.29,2.3%,4.5%,56.8%,80.0%,73.7%
0.81,1.9%,2.8%,43.9%,68.1%,51.7%
1.62,3.6%,3.6%,62.5%,80.0%,42.9%
0.73,1.5%,4.5%,47.0%,54.8%,40.0%
1.02,3.5%,4.4%,64.6%,72.6%,52.5%
1.06,2.2%,2.2%,56.2%,62.0%,61.5%
