DR,A%,DF%,1stIn,1st%,2nd%
0.64,0.0%,10.7%,62.5%,60.0%,47.6%
0.64,0.0%,4.1%,64.4%,55.3%,50.0%
0.60,1.3%,2.7%,76.0%,57.9%,55.6%
0.95,1.0%,3.8%,71.4%,65.3%,56.7%
0.85,2.8%,4.6%,69.4%,53.3%,39.4%
1.06,0.6%,5.7%,65.0%,71.6%,47.3%
1.16,6.7%,6.7%,64.0%,66.7%,51.9%
0.77,1.4%,12.9%,61.4%,58.1%,37.0%
1.12,1.0%,3.0%,75.8%,68.0%,33.3%
1.11,2.9%,6.8%,56.3%,65.5%,48.9%
0.83,0.0%,4.6%,66.2%,55.8%,50.0%
0.95,0.0%,7.5%,69.9%,64.6%,35.7%
0.88,0.0%,9.5%,69.0%,63.8%,34.6%
0.52,2.0%,2.0%,85.7%,45.2%,14.3%
1.32,1.6%,0.0%,78.1%,68.0%,57.1%
1.10,2.2%,4.4%,61.3%,64.3%,60.4%
1.26,0.0%,5.4%,71.7%,57.6%,50.0%
0.96,0.0%,4.7%,67.4%,65.5%,42.9%
0.62,0.0%,9.3%,60.5%,69.2%,35.3%
0.64,1.2%,6.1%,81.7%,47.8%,53.3%
1.64,0.0%,5.1%,65.4%,68.6%,59.3%
1.00,0.7%,3.3%,69.3%,65.1%,55.3%
1.11,0.9%,6.4%,70.9%,55.1%,59.4%
0.62,2.7%,6.7%,70.7%,58.5%,31.8%
1.08,0.0%,4.0%,64.0%,60.9%,50.0%
0.42,0.0%,10.2%,65.3%,43.8%,35.3%
1.94,2.4%,0.0%,66.3%,78.2%,75.0%
0.91,0.0%,3.3%,75.0%,66.7%,40.0%
1.12,0.0%,2.4%,71.1%,64.4%,62.5%
1.11,1.5%,8.8%,63.2%,58.1%,36.0%
1.39,2.1%,2.1%,66.0%,61.3%,43.8%
0.92,0.0%,5.1%,73.5%,62.5%,38.5%
1.05,1.2%,7.1%,72.6%,57.4%,26.1%
1.66,0.0%,3.4%,63.8%,78.4%,52.4%
1.13,1.0%,4.9%,58.3%,58.3%,58.1%
0.96,0.0%,5.1%,62.2%,59.0%,56.8%
0.49,3.4%,5.2%,65.5%,65.8%,65.0%
1.08,0.0%,6.9%,58.4%,71.2%,42.9%
1.13,2.2%,7.9%,65.2%,65.5%,35.5%
0.65,0.0%,4.1%,63.3%,48.4%,38.9%
1.03,1.3%,1.3%,65.0%,65.4%,53.6%
1.05,1.7%,1.7%,60.0%,55.1%,52.2%
1.75,0.0%,2.0%,76.5%,64.1%,75.0%
0.65,0.0%,2.1%,72.9%,64.3%,42.3%
1.09,0.0%,1.0%,79.2%,55.3%,60.0%
1.16,0.0%,1.1%,66.7%,62.9%,41.9%
1.15,2.6%,1.3%,77.6%,67.8%,47.1%
0.98,5.6%,2.8%,66.7%,62.5%,54.2%
1.13,3.5%,8.1%,62.8%,72.2%,43.8%
2.35,6.5%,0.0%,60.9%,89.3%,66.7%
0.87,4.3%,6.0%,60.3%,68.6%,39.1%
1.27,3.3%,5.6%,63.3%,66.7%,51.5%
1.39,1.1%,2.2%,70.7%,76.9%,55.6%
0.59,1.6%,0.0%,68.3%,55.8%,45.0%
2.22,12.2%,4.9%,65.9%,77.8%,64.3%
0.84,2.2%,3.2%,57.0%,66.0%,55.0%
1.12,0.9%,3.5%,60.5%,68.1%,37.8%
0.88,1.3%,0.0%,65.8%,57.7%,37.0%
1.35,3.2%,2.1%,70.2%,77.3%,53.6%
1.32,1.6%,6.6%,63.9%,69.2%,59.1%
0.43,0.0%,2.0%,55.1%,48.1%,45.5%
1.72,0.0%,5.9%,68.6%,74.3%,50.0%
2.68,4.7%,4.7%,60.5%,92.3%,70.6%
1.20,1.4%,1.4%,79.7%,69.1%,50.0%
0.51,0.0%,8.7%,58.7%,48.1%,15.8%
1.41,1.6%,0.0%,71.0%,63.6%,72.2%
1.25,3.4%,6.8%,61.4%,66.7%,52.9%
1.11,4.1%,2.0%,61.2%,63.3%,60.5%
0.78,1.6%,6.3%,51.6%,69.7%,22.6%
1.31,0.0%,3.8%,63.3%,72.0%,55.2%
1.43,3.0%,3.0%,57.6%,73.7%,50.0%
0.85,0.0%,6.7%,63.3%,60.5%,22.7%
2.64,5.3%,5.3%,57.9%,90.9%,62.5%
0.89,0.7%,4.1%,67.3%,66.7%,47.9%
1.52,5.3%,3.9%,57.9%,81.8%,46.9%
1.36,1.0%,4.1%,71.4%,75.7%,60.7%
1.28,3.0%,6.0%,62.0%,82.3%,42.1%
0.51,0.0%,1.9%,60.4%,68.8%,57.1%
1.15,5.9%,1.2%,55.3%,68.1%,65.8%
1.45,6.9%,2.8%,65.3%,80.9%,60.0%
0.95,3.7%,2.8%,55.1%,74.6%,31.3%
1.40,3.1%,6.3%,68.8%,72.7%,55.0%
0.86,0.8%,2.4%,62.4%,67.9%,40.4%
1.18,0.8%,3.8%,60.6%,67.5%,51.9%
1.98,0.0%,0.0%,63.2%,79.1%,68.0%
0.62,3.2%,3.2%,62.8%,59.3%,45.7%
1.10,0.0%,3.1%,73.1%,60.0%,48.6%
1.91,0.0%,0.0%,67.2%,76.7%,61.9%
1.52,0.0%,2.1%,67.7%,69.2%,67.7%
1.81,4.2%,2.8%,57.7%,78.0%,56.7%
0.75,1.7%,8.5%,47.5%,57.1%,45.2%
0.46,2.5%,15.0%,62.5%,48.0%,26.7%
0.76,1.3%,3.9%,60.5%,60.9%,46.7%
0.82,0.0%,3.9%,68.6%,62.9%,40.6%
1.34,0.0%,2.0%,78.4%,67.5%,45.5%
1.22,1.0%,5.2%,70.8%,69.1%,50.0%
0.60,4.8%,7.1%,69.0%,72.4%,38.5%
0.85,1.0%,4.9%,56.3%,56.9%,60.0%
1.78,2.1%,2.1%,66.0%,80.6%,68.8%
1.33,1.7%,5.1%,61.0%,75.0%,47.8%
1.09,0.0%,2.6%,52.6%,57.5%,63.9%
1.46,2.0%,4.1%,53.1%,65.4%,56.5%
1.56,7.1%,1.8%,64.3%,77.8%,50.0%
1.77,1.8%,0.0%,78.9%,71.1%,91.7%
1.42,0.0%,6.3%,61.9%,61.5%,58.3%
0.83,6.1%,3.1%,67.3%,63.6%,37.5%
1.59,5.0%,6.7%,56.7%,70.6%,53.8%
0.69,0.0%,1.6%,75.0%,56.3%,50.0%
1.76,0.0%,1.7%,68.3%,68.3%,57.9%
1.08,0.8%,3.1%,68.2%,59.1%,53.7%
1.37,4.0%,7.0%,61.0%,67.2%,53.8%
0.81,0.0%,1.4%,57.1%,65.0%,30.0%
0.58,1.9%,1.9%,61.5%,62.5%,35.0%
0.62,0.0%,0.0%,60.0%,63.9%,50.0%
0.77,0.0%,3.2%,63.4%,61.0%,47.1%
0.27,0.0%,0.0%,67.3%,51.4%,47.1%
1.83,0.0%,2.0%,52.9%,66.7%,62.5%
1.85,10.9%,0.0%,69.1%,84.2%,64.7%
0.55,0.0%,9.1%,60.0%,63.6%,22.7%
0.94,0.0%,2.0%,69.4%,67.6%,56.7%
1.11,0.0%,0.0%,69.3%,59.6%,34.8%
1.66,3.6%,3.6%,60.7%,73.5%,68.2%
0.77,2.4%,3.6%,59.5%,62.0%,38.2%
1.11,0.5%,2.6%,65.6%,62.1%,52.3%
1.55,1.4%,4.1%,59.5%,68.2%,60.0%
1.17,0.9%,3.6%,67.0%,62.7%,48.6%
1.50,1.3%,2.5%,62.0%,63.3%,56.7%
1.54,3.5%,3.5%,62.4%,67.9%,46.9%
0.80,1.5%,4.5%,65.2%,58.1%,34.8%
1.01,0.0%,1.8%,69.0%,56.4%,54.3%
1.41,0.0%,0.0%,60.0%,63.9%,58.3%
1.00,1.3%,8.0%,70.7%,67.9%,45.5%
1.12,3.9%,7.8%,63.6%,63.3%,50.0%
0.83,0.0%,2.9%,57.4%,59.0%,41.4%
1.07,2.3%,7.0%,58.1%,72.0%,41.7%
0.89,0.6%,4.6%,68.0%,52.9%,46.4%
1.00,3.0%,6.1%,60.6%,77.5%,42.3%
1.26,4.1%,2.7%,52.1%,84.2%,51.4%
0.95,0.7%,2.1%,75.4%,62.6%,45.7%
1.19,0.0%,9.5%,57.9%,72.7%,37.5%
0.94,0.0%,3.8%,60.8%,50.0%,54.8%
1.11,0.0%,3.8%,59.5%,59.6%,53.1%
1.63,6.2%,4.6%,58.5%,78.9%,59.3%
1.43,5.6%,4.2%,46.5%,78.8%,50.0%
0.64,1.1%,4.5%,56.2%,62.0%,48.7%
1.33,3.2%,2.1%,63.2%,71.7%,48.6%
1.46,4.6%,5.7%,55.2%,68.8%,56.4%
1.51,5.3%,2.6%,60.5%,71.7%,66.7%
0.98,1.2%,3.7%,68.3%,64.3%,61.5%
0.80,0.0%,4.0%,66.7%,58.0%,52.0%
1.96,4.2%,0.0%,64.6%,77.4%,70.6%
0.89,1.1%,3.3%,53.3%,70.8%,50.0%
0.32,0.0%,4.8%,64.3%,59.3%,33.3%
1.00,1.4%,4.3%,77.1%,64.8%,50.0%
1.71,10.4%,4.2%,79.2%,71.1%,50.0%
0.77,5.7%,7.5%,64.2%,73.5%,52.6%
0.87,0.0%,3.2%,71.6%,64.7%,40.7%
1.73,0.0%,0.0%,74.1%,75.0%,64.3%
1.21,2.8%,1.4%,61.1%,65.9%,57.1%
1.25,1.7%,5.2%,64.3%,71.6%,65.9%
1.27,2.9%,0.0%,67.6%,71.7%,54.5%
0.97,0.9%,1.8%,68.4%,67.9%,50.0%
0.38,3.2%,3.2%,54.0%,70.6%,48.3%
0.96,5.1%,0.0%,67.7%,65.7%,59.4%
1.11,2.0%,3.0%,71.0%,64.8%,55.2%
0.79,4.3%,3.2%,60.2%,57.1%,45.9%
1.22,0.0%,0.8%,61.2%,64.6%,52.0%
1.55,2.5%,3.8%,63.7%,76.5%,58.6%
1.57,1.4%,5.8%,59.4%,80.5%,42.9%
1.44,2.3%,2.3%,57.5%,76.0%,59.5%
0.79,3.0%,4.5%,59.7%,60.0%,55.6%
1.33,4.9%,6.6%,72.1%,84.1%,29.4%
1.23,0.0%,6.8%,58.1%,67.4%,48.4%
0.71,2.3%,4.7%,60.5%,51.9%,41.2%
0.96,3.6%,5.4%,71.2%,69.6%,46.9%
1.23,2.8%,2.8%,54.9%,66.7%,59.4%
1.17,3.3%,6.7%,63.3%,73.7%,42.4%
2.51,5.4%,2.7%,45.9%,76.5%,80.0%
1.50,1.5%,3.1%,58.5%,76.3%,55.6%
1.12,1.2%,1.7%,66.5%,73.0%,69.0%
1.52,3.7%,1.2%,70.7%,72.4%,58.3%
1.21,1.0%,4.8%,67.3%,71.4%,52.9%
0.62,0.0%,1.5%,55.2%,54.1%,43.3%
1.59,5.8%,5.8%,63.5%,78.8%,68.4%
2.35,2.5%,7.5%,62.5%,92.0%,60.0%
0.85,2.8%,2.1%,67.1%,64.6%,55.3%
1.07,1.9%,2.5%,72.3%,62.6%,31.8%
0.95,0.0%,2.5%,62.5%,66.0%,63.3%
1.33,3.8%,1.9%,62.3%,66.7%,55.0%
1.35,0.0%,6.3%,68.8%,70.5%,60.0%
1.45,1.7%,1.7%,51.7%,66.7%,60.7%
1.49,3.7%,1.9%,55.6%,70.0%,54.2%
0.56,0.0%,2.6%,64.1%,52.0%,42.9%
1.94,3.5%,5.3%,71.9%,82.9%,56.3%
0.78,0.0%,6.6%,68.9%,50.0%,42.1%
1.11,0.0%,4.4%,60.4%,63.6%,44.4%
0.79,0.0%,10.3%,55.9%,52.6%,33.3%
1.13,1.0%,3.1%,67.0%,61.5%,50.0%
1.15,0.0%,1.5%,75.0%,66.7%,41.2%
1.25,6.6%,4.9%,65.6%,65.0%,38.1%
0.84,1.4%,7.2%,65.2%,51.1%,33.3%
1.30,1.3%,3.8%,67.9%,58.5%,68.0%
1.08,4.7%,3.5%,78.8%,62.7%,55.6%
0.47,0.0%,5.6%,75.9%,56.1%,30.8%
1.49,1.9%,3.7%,64.8%,68.6%,52.6%
1.02,0.0%,4.2%,68.4%,60.0%,46.7%
1.18,1.3%,5.1%,67.1%,67.9%,38.5%
0.45,0.0%,0.0%,44.7%,47.1%,38.1%
0.39,0.0%,8.8%,71.9%,56.1%,31.3%
0.89,1.0%,7.7%,76.9%,58.8%,33.3%
2.13,4.0%,2.0%,66.0%,78.8%,76.5%
1.22,0.0%,2.9%,76.5%,65.4%,43.8%
0.85,1.6%,3.1%,53.1%,55.9%,53.3%
1.26,3.2%,5.3%,76.6%,70.8%,27.3%
0.97,6.3%,1.6%,60.3%,77.6%,52.0%
1.07,6.3%,2.8%,67.6%,68.9%,42.1%
1.98,10.6%,2.4%,64.7%,81.8%,63.3%
0.79,6.8%,2.7%,64.9%,60.4%,42.3%
1.47,9.3%,1.3%,61.3%,82.6%,58.6%
1.87,2.3%,6.8%,50.0%,81.8%,63.6%
0.70,8.2%,3.3%,60.7%,59.5%,50.0%
1.10,2.2%,2.2%,61.3%,73.7%,52.8%
0.85,10.3%,3.4%,63.8%,81.1%,52.4%
0.78,1.8%,3.5%,66.7%,57.9%,63.2%
1.18,1.6%,3.3%,70.5%,67.4%,22.2%
1.14,4.3%,2.6%,59.8%,75.7%,53.2%
0.67,0.0%,10.5%,61.4%,68.6%,50.0%
0.67,2.8%,2.8%,70.8%,64.7%,28.6%
1.26,3.4%,1.7%,67.2%,67.5%,46.2%
0.83,0.0%,6.0%,59.1%,55.7%,50.8%
1.35,2.6%,8.8%,64.9%,70.3%,47.5%
1.37,1.0%,3.0%,52.5%,71.2%,57.4%
0.78,3.1%,6.2%,70.1%,61.8%,41.4%
0.64,2.0%,2.0%,64.7%,51.5%,44.4%
1.27,2.6%,6.5%,63.6%,81.6%,46.4%
2.02,8.2%,4.1%,71.4%,80.0%,57.1%
0.88,2.3%,9.3%,61.6%,71.7%,27.3%
1.56,3.5%,7.0%,57.9%,78.8%,54.2%
1.04,1.2%,6.0%,58.3%,67.3%,48.6%
0.83,1.3%,1.3%,56.4%,52.3%,55.9%
0.95,8.0%,1.1%,69.0%,61.7%,63.0%
1.63,8.1%,5.4%,59.5%,68.2%,60.0%
0.88,2.7%,7.3%,59.1%,72.3%,42.2%
0.80,0.8%,2.5%,58.5%,55.1%,36.7%
1.03,1.3%,5.2%,65.2%,60.4%,46.3%
1.31,8.2%,1.0%,61.9%,70.0%,56.8%
2.27,0.0%,4.5%,62.7%,85.7%,60.0%
2.28,1.5%,3.0%,74.2%,85.7%,47.1%
0.87,0.0%,2.0%,74.5%,57.5%,48.0%
1.86,2.3%,7.0%,69.8%,73.3%,69.2%
0.76,1.6%,4.8%,54.8%,58.8%,57.1%
1.08,5.0%,3.0%,64.0%,64.1%,47.2%
2.03,2.2%,2.2%,48.9%,95.5%,60.9%
0.75,0.0%,4.3%,68.1%,61.7%,36.4%
0.53,0.0%,2.5%,75.0%,46.7%,50.0%
0.51,2.5%,7.5%,57.5%,56.5%,35.3%
1.10,1.4%,1.4%,51.4%,64.9%,57.1%
1.01,2.7%,5.4%,56.3%,66.7%,49.0%
1.16,0.0%,2.6%,62.8%,63.3%,44.8%
0.84,0.0%,1.5%,71.6%,72.9%,52.6%
1.52,4.8%,7.9%,49.2%,71.0%,59.4%
0.84,3.1%,6.3%,42.2%,70.4%,43.2%
1.08,9.5%,3.6%,57.1%,79.2%,41.7%
1.39,5.4%,3.6%,58.9%,72.7%,69.6%
1.35,2.9%,5.8%,50.7%,74.3%,50.0%
1.27,9.0%,7.5%,56.7%,73.7%,51.7%
1.12,4.6%,1.5%,55.4%,72.2%,41.4%
1.43,2.0%,2.0%,57.1%,75.0%,33.3%
5.14,11.1%,0.0%,77.8%,85.7%,100.0%
0.85,0.0%,4.6%,60.0%,59.0%,50.0%
1.16,4.0%,4.0%,68.0%,72.5%,41.7%
1.20,5.1%,3.4%,61.0%,63.9%,47.8%
0.87,8.2%,2.0%,53.7%,67.1%,44.1%
1.31,11.0%,3.4%,58.5%,71.0%,57.1%
1.44,7.5%,5.0%,47.5%,89.5%,47.6%
1.03,7.4%,3.7%,57.7%,62.4%,50.0%
0.62,3.3%,0.0%,53.3%,68.8%,60.7%
0.76,1.4%,2.9%,48.6%,64.7%,55.6%
1.13,6.7%,1.9%,54.3%,77.2%,68.8%
1.95,2.2%,2.2%,52.2%,87.5%,68.2%
0.87,2.4%,2.4%,56.6%,76.6%,47.2%
1.25,8.6%,2.9%,44.3%,54.8%,59.0%
1.57,3.4%,0.0%,55.2%,81.3%,61.5%
0.83,1.8%,3.5%,61.4%,60.0%,50.0%
1.30,7.3%,5.5%,67.3%,70.3%,50.0%
1.27,4.8%,3.2%,52.4%,69.7%,56.7%
1.21,5.8%,5.8%,55.1%,71.1%,48.4%
0.75,3.5%,1.2%,63.5%,63.0%,48.4%
1.45,7.1%,1.4%,62.9%,75.0%,73.1%
0.94,5.7%,2.3%,50.6%,79.5%,51.2%
1.84,5.1%,0.0%,62.7%,78.4%,68.2%
1.76,3.7%,3.7%,53.7%,86.2%,56.0%
1.95,6.1%,4.1%,63.3%,83.9%,61.1%
1.39,3.4%,1.1%,54.5%,68.8%,62.5%
0.80,4.0%,6.9%,61.4%,58.1%,41.0%
0.74,5.6%,4.2%,62.5%,62.2%,33.3%
1.02,6.6%,2.9%,62.5%,63.5%,52.9%
1.08,4.1%,2.8%,69.7%,61.4%,50.0%
1.36,0.0%,3.9%,51.5%,69.8%,56.0%
1.78,0.0%,2.8%,53.5%,78.9%,57.6%
0.88,0.0%,0.0%,61.8%,63.8%,41.4%
0.85,4.2%,3.1%,62.5%,65.0%,36.1%
0.91,4.9%,6.2%,66.7%,63.0%,40.7%
1.10,1.7%,4.1%,69.4%,63.1%,48.6%
1.19,3.0%,3.0%,61.6%,86.9%,47.4%
0.92,4.1%,6.8%,51.4%,47.4%,63.9%
1.09,2.9%,5.7%,54.3%,63.2%,43.8%
1.96,4.9%,2.4%,58.5%,79.2%,64.7%
0.65,0.0%,0.0%,66.7%,63.9%,44.4%
1.35,1.4%,2.7%,60.3%,56.8%,62.1%
1.87,7.1%,2.4%,64.3%,74.1%,66.7%
0.68,2.5%,3.8%,60.8%,64.6%,38.7%
1.01,0.8%,5.6%,66.1%,56.1%,57.1%
0.62,2.6%,3.3%,60.1%,62.0%,39.3%
1.27,1.8%,3.7%,63.3%,73.9%,45.0%
0.99,2.0%,2.7%,68.5%,65.7%,48.9%
1.03,2.0%,3.0%,68.7%,60.3%,45.2%
0.87,1.2%,6.1%,63.4%,59.6%,26.7%
1.61,0.0%,0.0%,68.6%,60.0%,62.5%
0.78,0.0%,4.3%,62.9%,59.1%,26.9%
1.32,2.9%,1.4%,68.6%,62.5%,50.0%
1.63,5.9%,0.0%,64.7%,69.7%,72.2%
0.53,0.0%,2.0%,59.2%,41.4%,50.0%
0.87,1.7%,0.0%,51.7%,50.0%,42.9%
1.84,2.1%,0.0%,75.0%,69.4%,75.0%
1.18,0.0%,3.9%,57.1%,52.3%,42.4%
1.38,4.5%,4.5%,61.2%,68.3%,61.5%
0.86,0.0%,6.6%,47.5%,55.2%,50.0%
0.93,1.0%,1.0%,62.5%,60.0%,55.6%
1.68,2.1%,4.2%,62.5%,80.0%,50.0%
0.92,1.8%,3.7%,68.8%,62.7%,44.1%
0.95,3.1%,4.2%,57.3%,61.8%,43.9%
0.90,0.0%,3.1%,65.3%,64.1%,52.9%
1.93,7.1%,0.0%,66.7%,67.9%,78.6%
1.90,10.0%,10.0%,52.5%,76.2%,52.6%
0.69,0.0%,4.1%,57.1%,42.9%,33.3%
1.41,2.7%,4.1%,62.2%,71.7%,60.7%
1.18,2.6%,3.9%,63.6%,59.2%,57.1%
0.83,2.5%,0.0%,69.1%,62.5%,32.0%
1.67,8.3%,4.2%,68.8%,75.8%,46.7%
0.88,4.2%,4.2%,56.8%,68.7%,47.1%
1.89,8.3%,5.6%,58.3%,71.4%,73.3%
0.70,0.0%,2.7%,60.8%,60.0%,58.6%
0.63,0.0%,2.3%,65.9%,58.6%,40.0%
1.63,4.3%,0.0%,61.7%,72.4%,61.1%
1.43,2.0%,3.9%,72.5%,62.2%,42.9%
1.89,0.0%,10.5%,42.1%,81.3%,50.0%
1.11,3.6%,8.3%,67.9%,66.7%,37.0%
2.36,2.4%,0.0%,71.4%,86.7%,50.0%
2.69,2.6%,2.6%,51.3%,80.0%,57.9%
0.66,5.0%,3.3%,66.7%,67.5%,40.0%
0.98,1.1%,3.2%,61.1%,65.5%,37.8%
1.06,3.6%,3.6%,61.9%,73.1%,34.4%
1.38,5.4%,3.6%,55.4%,77.4%,68.0%
1.20,4.2%,4.2%,56.9%,65.9%,61.3%
0.85,4.5%,12.1%,66.7%,65.9%,31.8%
1.07,2.1%,5.3%,63.2%,68.3%,37.1%
0.79,2.2%,1.1%,68.1%,56.5%,58.6%
1.55,8.3%,0.0%,68.8%,72.7%,53.3%
1.34,5.0%,3.3%,58.3%,77.1%,52.0%
0.85,1.4%,5.4%,63.5%,59.6%,48.1%
1.43,5.9%,3.9%,60.8%,61.3%,65.0%
1.11,1.6%,6.5%,51.6%,59.4%,33.3%
3.11,5.7%,0.0%,57.1%,85.0%,73.3%
1.40,3.3%,1.7%,38.3%,69.6%,48.6%
1.34,9.1%,1.8%,43.6%,66.7%,45.2%
0.83,7.1%,4.1%,56.1%,67.3%,48.8%
0.51,1.5%,3.1%,53.8%,60.0%,36.7%
1.34,0.0%,2.8%,44.4%,65.6%,65.0%
1.91,10.0%,4.0%,62.0%,74.2%,52.6%
0.69,5.3%,3.5%,57.9%,60.6%,45.8%
0.95,0.0%,2.3%,66.7%,68.2%,47.7%
0.46,4.8%,0.0%,66.7%,57.1%,21.4%
0.68,0.9%,1.9%,67.9%,56.9%,44.1%
0.84,0.0%,3.0%,56.1%,62.2%,55.2%
1.24,1.4%,4.3%,69.6%,64.6%,52.4%
1.54,1.9%,1.9%,71.2%,62.2%,60.0%
1.29,0.0%,1.6%,59.4%,68.4%,53.8%
0.69,0.8%,2.5%,62.8%,51.3%,53.3%
1.14,1.1%,0.0%,67.4%,51.6%,48.4%
1.27,0.0%,1.1%,69.2%,71.4%,67.9%
1.08,0.0%,1.6%,63.7%,65.8%,37.8%
1.60,6.3%,4.2%,70.8%,70.6%,50.0%
3.33,0.0%,0.0%,66.7%,82.1%,92.9%
0.80,0.0%,5.3%,56.1%,62.5%,48.0%
0.93,0.0%,5.6%,67.3%,59.7%,45.7%
1.62,10.2%,0.0%,67.3%,63.6%,62.5%
0.35,0.0%,9.3%,53.5%,39.1%,30.0%
1.11,0.0%,7.5%,49.5%,76.1%,55.3%
0.89,0.0%,6.0%,56.0%,44.7%,54.1%
1.32,5.6%,4.2%,50.7%,75.0%,62.9%
1.86,7.9%,5.3%,47.4%,94.4%,55.0%
0.62,4.4%,7.4%,58.8%,70.0%,35.7%
0.85,2.2%,3.3%,57.8%,69.2%,42.1%
2.46,10.3%,2.6%,82.1%,84.4%,71.4%
0.90,1.4%,4.1%,54.1%,60.0%,44.1%
1.87,4.4%,2.2%,71.1%,81.3%,53.8%
0.82,0.0%,4.3%,62.0%,57.9%,37.1%
1.04,10.4%,1.9%,56.6%,63.3%,65.2%
1.10,8.5%,2.5%,50.8%,68.3%,53.4%
0.78,7.4%,7.4%,51.9%,57.1%,53.8%
1.23,5.0%,13.3%,51.7%,74.2%,55.2%
1.80,2.1%,4.2%,58.3%,78.6%,60.0%
0.78,0.0%,4.3%,71.4%,58.0%,50.0%
1.27,2.1%,5.2%,57.3%,67.3%,58.5%
1.23,1.5%,4.6%,61.5%,62.5%,64.0%
1.38,1.3%,5.1%,60.8%,75.0%,51.6%
1.08,2.0%,6.1%,53.5%,64.2%,58.7%
