DR,A%,DF%,1stIn,1st%,2nd%
0.94,6.0%,1.7%,63.2%,75.7%,23.3%
0.68,4.5%,7.6%,62.1%,51.2%,36.0%
1.13,4.4%,1.5%,61.8%,66.7%,57.7%
0.77,1.4%,7.2%,50.7%,62.9%,32.4%
0.92,3.9%,3.9%,50.5%,73.1%,47.1%
0.50,0.0%,0.0%,51.0%,48.0%,33.3%
0.99,3.0%,0.0%,62.6%,61.3%,54.1%
1.07,5.9%,2.4%,65.9%,78.6%,55.2%
1.09,11.1%,2.5%,56.8%,67.4%,60.0%
0.64,3.2%,1.6%,51.6%,59.4%,53.3%
0.83,4.3%,1.4%,58.2%,64.6%,47.5%
0.98,7.9%,1.0%,67.8%,65.7%,43.1%
0.86,8.6%,4.3%,65.7%,65.2%,58.3%
1.37,23.2%,7.2%,59.4%,87.8%,46.4%
0.71,1.6%,3.3%,77.0%,59.6%,42.9%
1.42,8.1%,0.0%,74.2%,69.6%,81.3%
1.20,2.2%,0.0%,66.7%,72.6%,51.6%
0.70,0.0%,2.0%,59.2%,41.4%,55.0%
1.08,12.5%,1.3%,66.3%,69.8%,55.6%
1.59,6.6%,3.3%,65.6%,77.5%,47.6%
1.59,7.4%,0.0%,55.6%,76.7%,62.5%
1.22,4.7%,1.9%,62.3%,71.2%,40.0%
0.64,11.9%,3.4%,64.4%,73.7%,47.6%
0.87,1.7%,3.4%,60.3%,74.3%,30.4%
1.06,12.7%,1.4%,59.2%,73.8%,55.2%
0.53,9.8%,0.0%,76.5%,64.1%,50.0%
0.86,6.3%,2.4%,61.9%,71.8%,43.8%
0.73,12.8%,1.3%,61.5%,68.8%,46.7%
0.70,11.9%,4.0%,59.4%,65.0%,51.2%
1.01,9.7%,2.2%,65.6%,73.8%,46.9%
1.37,14.8%,0.0%,63.9%,71.8%,45.5%
0.85,8.1%,2.4%,53.2%,72.7%,51.7%
0.91,11.1%,0.9%,60.7%,71.8%,50.0%
0.79,6.3%,2.4%,70.1%,67.4%,42.1%
1.07,4.6%,6.5%,53.7%,72.4%,50.0%
2.29,17.1%,2.4%,65.9%,88.9%,64.3%
0.79,8.8%,0.0%,67.5%,61.1%,61.5%
0.89,12.7%,0.0%,70.9%,64.3%,39.1%
1.11,3.8%,2.8%,58.5%,64.5%,50.0%
0.92,9.3%,1.9%,59.8%,75.0%,46.5%
0.54,9.4%,2.4%,62.2%,73.4%,37.5%
1.03,5.2%,0.6%,66.1%,61.7%,50.8%
1.31,10.3%,1.7%,65.5%,81.6%,52.5%
1.36,12.6%,4.6%,59.8%,78.8%,48.6%
0.73,6.8%,1.4%,63.0%,67.4%,48.1%
1.23,10.1%,2.9%,63.8%,79.5%,36.0%
0.96,9.2%,1.1%,65.5%,80.7%,53.3%
0.95,14.3%,1.8%,64.3%,73.6%,42.5%
1.40,5.8%,1.2%,67.4%,72.4%,50.0%
1.20,11.4%,0.0%,52.9%,73.0%,54.5%
0.75,2.2%,3.3%,56.7%,62.7%,35.9%
0.48,15.0%,6.7%,63.3%,71.1%,36.4%
1.13,6.8%,0.0%,62.2%,76.1%,39.3%
1.64,9.8%,2.0%,66.7%,73.5%,41.2%
1.01,5.5%,1.8%,64.2%,72.9%,30.8%
0.80,4.9%,0.0%,59.0%,72.2%,40.0%
1.19,1.1%,4.3%,67.7%,71.4%,43.3%
1.18,0.0%,0.0%,65.8%,64.0%,61.5%
1.36,3.6%,1.2%,56.0%,63.8%,67.6%
1.07,4.4%,1.8%,68.4%,79.5%,47.2%
0.73,3.6%,3.6%,51.8%,62.1%,44.4%
1.86,12.0%,2.0%,68.0%,79.4%,62.5%
1.15,4.1%,1.4%,60.8%,71.1%,55.2%
1.77,12.1%,0.0%,57.6%,84.2%,57.1%
1.77,9.1%,0.0%,65.9%,75.9%,73.3%
0.78,12.0%,2.0%,56.0%,71.4%,45.5%
1.87,24.0%,2.0%,66.0%,81.8%,64.7%
0.67,4.4%,2.9%,48.5%,78.8%,54.3%
1.34,12.9%,0.0%,59.7%,78.4%,56.0%
0.79,3.0%,1.5%,63.6%,66.7%,33.3%
0.73,5.7%,4.3%,64.3%,64.4%,40.0%
0.85,5.3%,5.3%,61.3%,71.7%,44.8%
0.56,10.2%,0.0%,67.8%,67.5%,42.1%
1.13,5.2%,1.3%,64.9%,60.0%,70.4%
0.85,1.5%,1.5%,53.8%,57.1%,40.0%
0.86,7.4%,7.4%,76.5%,61.3%,31.6%
0.93,1.6%,3.3%,59.8%,61.6%,44.9%
0.46,5.1%,2.6%,64.1%,64.0%,42.9%
0.68,8.9%,2.2%,67.8%,70.5%,37.9%
0.51,3.8%,0.0%,64.2%,47.1%,52.6%
1.03,2.7%,1.4%,69.9%,74.5%,31.8%
1.35,5.4%,1.8%,57.1%,68.8%,58.3%
0.34,3.0%,1.5%,80.6%,55.6%,23.1%
0.79,4.0%,3.0%,56.6%,66.1%,53.5%
0.94,6.4%,2.6%,60.3%,70.2%,54.8%
1.09,5.0%,1.0%,59.0%,66.1%,51.2%
1.07,8.7%,1.4%,68.1%,76.6%,36.4%
0.96,3.9%,0.0%,66.9%,69.4%,40.5%
0.94,4.1%,0.6%,60.5%,65.4%,47.1%
1.31,5.5%,0.9%,63.3%,73.9%,50.0%
1.10,3.6%,2.4%,63.1%,77.4%,45.2%
1.40,7.9%,4.8%,63.5%,85.0%,69.6%
3.08,23.8%,0.0%,78.6%,87.9%,77.8%
0.62,6.7%,3.3%,71.7%,53.5%,47.1%
1.11,2.6%,2.6%,57.9%,65.9%,56.3%
0.90,0.9%,2.8%,61.1%,59.1%,52.4%
1.39,6.2%,1.5%,66.2%,69.8%,63.6%
0.72,3.9%,2.9%,65.7%,68.7%,40.0%
1.14,1.8%,1.8%,58.0%,63.1%,48.9%
0.82,1.3%,0.0%,74.4%,62.1%,70.0%
1.13,6.4%,1.3%,67.9%,73.6%,52.0%
1.52,5.3%,1.8%,75.4%,81.4%,50.0%
1.58,3.7%,1.2%,66.7%,77.8%,55.6%
1.06,10.9%,1.1%,67.4%,66.1%,46.7%
1.57,3.6%,1.8%,67.9%,78.9%,33.3%
1.10,9.0%,0.0%,64.1%,72.0%,60.7%
0.43,8.2%,5.2%,53.6%,67.3%,46.7%
1.12,4.8%,1.9%,53.3%,76.8%,53.1%
1.36,12.4%,4.5%,60.7%,85.2%,54.3%
2.05,6.7%,0.0%,57.8%,84.6%,63.2%
0.91,6.3%,0.0%,80.2%,74.0%,52.6%
0.52,0.0%,1.6%,66.7%,61.9%,52.4%
1.20,7.7%,1.1%,64.8%,74.6%,56.3%
0.98,0.0%,0.0%,85.8%,57.3%,35.3%
1.08,3.6%,6.0%,57.8%,77.1%,45.7%
1.07,1.7%,1.7%,66.7%,67.9%,46.2%
1.52,9.0%,1.5%,70.1%,78.7%,45.0%
1.48,11.7%,3.3%,65.0%,84.6%,52.4%
0.74,1.8%,5.5%,49.1%,55.6%,42.9%
1.22,2.6%,2.6%,57.1%,77.3%,54.5%
0.95,13.3%,0.0%,66.7%,73.3%,50.0%
1.58,1.9%,1.9%,64.8%,77.1%,57.9%
1.30,1.3%,3.8%,58.2%,69.6%,51.5%
1.69,1.9%,0.0%,56.6%,76.7%,73.9%
1.30,17.0%,3.2%,66.0%,80.6%,59.4%
1.43,6.7%,0.0%,71.7%,72.1%,70.6%
2.33,14.3%,0.0%,42.9%,66.7%,75.0%
1.25,3.4%,0.0%,63.2%,70.9%,65.6%
1.41,4.2%,2.8%,65.3%,78.7%,68.0%
1.20,7.1%,2.0%,65.3%,71.9%,61.8%
0.78,0.9%,0.0%,64.2%,57.1%,51.3%
1.37,5.9%,0.0%,62.7%,59.4%,68.4%
1.03,3.5%,0.9%,63.2%,66.7%,47.6%
1.24,13.6%,1.7%,61.0%,66.7%,60.9%
0.86,1.6%,0.0%,84.1%,58.5%,40.0%
1.16,1.1%,3.3%,66.7%,56.7%,50.0%
0.72,1.8%,3.5%,70.2%,55.0%,35.3%
0.81,0.0%,0.0%,74.6%,67.9%,38.9%
1.38,0.0%,0.0%,66.7%,66.7%,66.7%
1.52,3.6%,0.0%,69.6%,74.4%,58.8%
0.88,2.4%,2.4%,59.0%,61.2%,50.0%
1.52,3.3%,0.0%,60.0%,69.4%,66.7%
1.67,10.3%,1.7%,58.6%,82.4%,70.8%
0.96,8.7%,2.9%,66.0%,75.0%,54.3%
1.65,4.2%,0.0%,50.0%,75.0%,58.3%
0.97,3.0%,1.0%,71.7%,66.2%,50.0%
0.98,2.2%,2.2%,68.5%,55.7%,42.9%
1.45,0.0%,1.6%,80.6%,62.0%,50.0%
1.43,1.3%,1.3%,58.4%,73.3%,68.8%
2.95,6.5%,3.2%,58.1%,88.9%,61.5%
0.99,12.0%,0.0%,56.0%,82.1%,59.1%
0.90,0.0%,2.0%,64.0%,60.9%,44.4%
1.07,15.3%,0.8%,59.3%,75.7%,43.8%
1.04,11.5%,1.0%,61.5%,69.5%,73.0%
0.63,1.9%,5.8%,59.6%,35.5%,57.1%
0.74,2.2%,1.1%,58.1%,57.4%,35.9%
0.81,7.1%,2.0%,68.7%,67.6%,45.2%
1.65,4.0%,0.0%,80.0%,72.5%,70.0%
1.37,6.2%,0.0%,69.2%,77.8%,40.0%
0.78,8.5%,0.0%,61.0%,66.7%,56.5%
0.90,12.3%,4.1%,52.1%,81.6%,40.0%
1.36,11.1%,3.7%,59.3%,77.1%,60.6%
0.77,4.1%,2.7%,57.5%,73.8%,41.9%
0.95,5.2%,1.5%,55.2%,66.2%,46.7%
1.00,1.0%,3.1%,66.7%,60.9%,50.0%
0.87,7.8%,2.2%,66.7%,68.3%,50.0%
0.63,10.3%,5.1%,56.4%,63.6%,47.1%
0.79,7.7%,0.0%,64.6%,64.3%,47.8%
1.05,7.1%,2.0%,58.2%,70.2%,43.9%
0.84,0.0%,1.6%,64.5%,77.5%,54.5%
1.53,5.3%,1.8%,68.4%,79.5%,61.1%
0.83,2.4%,6.0%,49.4%,73.2%,42.9%
0.83,2.8%,1.9%,68.5%,67.6%,41.2%
1.12,2.2%,1.5%,68.7%,72.8%,47.6%
0.81,6.3%,4.5%,59.8%,70.1%,46.7%
0.70,1.3%,3.9%,61.0%,76.6%,33.3%
1.06,10.9%,3.6%,54.5%,76.7%,54.0%
0.98,3.7%,0.9%,59.6%,72.3%,52.3%
1.60,4.0%,0.0%,84.0%,66.7%,25.0%
0.80,4.8%,3.2%,53.6%,55.2%,46.6%
0.95,5.6%,0.8%,63.2%,68.4%,43.5%
1.90,10.9%,2.2%,52.2%,83.3%,54.5%
2.54,14.0%,0.0%,74.4%,78.1%,90.9%
0.55,4.6%,1.5%,56.9%,70.3%,50.0%
0.96,4.3%,0.0%,64.3%,66.2%,56.1%
1.05,1.0%,1.0%,58.0%,63.8%,35.7%
1.03,7.0%,0.8%,56.3%,70.8%,57.1%
1.75,8.5%,4.3%,51.1%,79.2%,56.5%
0.74,1.7%,1.7%,64.4%,71.1%,28.6%
1.31,4.5%,0.0%,59.1%,79.5%,48.1%
1.13,10.7%,0.0%,70.7%,69.8%,63.6%
1.50,5.0%,0.0%,56.7%,70.6%,61.5%
0.99,3.5%,0.0%,67.1%,68.4%,42.9%
0.78,5.4%,2.7%,67.0%,68.0%,48.6%
0.85,0.0%,1.5%,63.2%,72.1%,44.0%
1.09,4.0%,0.0%,67.0%,71.6%,45.5%
1.23,5.7%,2.9%,67.1%,74.5%,47.8%
0.47,6.4%,0.0%,57.4%,66.7%,40.0%
0.76,1.6%,3.1%,54.7%,77.1%,31.0%
0.99,12.3%,0.0%,58.0%,72.3%,50.0%
1.38,9.5%,0.0%,79.4%,74.0%,53.8%
1.35,6.7%,2.2%,51.1%,87.0%,61.4%
0.93,3.7%,1.2%,63.0%,58.8%,53.3%
0.79,8.9%,0.0%,67.9%,57.9%,50.0%
1.46,1.6%,0.0%,65.6%,67.5%,71.4%
0.93,3.2%,2.2%,63.4%,64.4%,50.0%
1.33,2.7%,1.3%,66.7%,66.0%,48.0%
0.82,2.9%,2.0%,58.8%,51.7%,64.3%
0.70,5.6%,1.4%,59.7%,74.4%,44.8%
0.41,7.8%,2.0%,60.8%,61.3%,30.0%
1.33,4.7%,3.1%,60.9%,76.9%,52.0%
0.65,10.6%,2.1%,61.7%,55.2%,55.6%
1.25,6.5%,0.0%,64.5%,72.5%,59.1%
1.02,3.5%,0.9%,60.5%,52.2%,53.3%
1.62,2.0%,5.9%,58.8%,76.7%,57.1%
1.19,2.3%,1.2%,57.0%,73.5%,51.4%
1.05,6.6%,0.0%,62.3%,71.2%,32.5%
1.32,3.0%,0.0%,65.7%,68.2%,73.9%
1.74,3.8%,3.8%,67.3%,85.7%,47.1%
2.18,4.3%,6.4%,59.6%,82.1%,68.4%
0.67,5.8%,5.8%,51.9%,55.6%,44.0%
0.81,12.5%,2.3%,61.4%,68.5%,58.8%
1.21,11.6%,2.9%,59.4%,70.7%,64.3%
1.81,19.1%,0.0%,63.8%,76.7%,64.7%
1.20,6.9%,8.6%,48.3%,78.6%,33.3%
0.90,8.2%,2.4%,62.4%,71.7%,50.0%
1.00,5.6%,2.8%,56.1%,68.3%,46.8%
1.15,8.1%,1.2%,60.5%,80.8%,55.9%
1.34,6.8%,3.4%,61.0%,58.3%,52.2%
0.67,9.7%,1.6%,54.8%,70.6%,42.9%
0.82,5.1%,0.0%,57.7%,66.7%,45.5%
1.25,6.0%,0.0%,67.2%,71.1%,54.5%
0.57,4.3%,2.1%,60.6%,52.6%,35.1%
1.83,6.8%,0.0%,47.9%,68.6%,78.9%
1.14,3.6%,0.0%,65.7%,63.1%,44.8%
0.71,2.9%,1.4%,57.1%,47.5%,43.3%
1.68,6.7%,0.0%,70.0%,78.6%,61.1%
0.99,7.1%,1.4%,74.3%,69.2%,55.6%
1.01,1.4%,2.1%,68.3%,63.6%,34.8%
1.04,9.8%,1.2%,63.4%,59.6%,63.3%
1.86,7.1%,4.8%,66.7%,78.6%,57.1%
2.33,22.0%,0.0%,60.0%,83.3%,85.0%
0.74,0.0%,10.2%,62.7%,73.0%,40.9%
1.35,22.1%,2.6%,61.0%,80.9%,36.7%
0.57,3.0%,3.0%,65.7%,68.2%,39.1%
0.76,5.6%,3.7%,64.8%,65.7%,47.4%
0.93,8.5%,2.1%,70.2%,69.7%,32.1%
0.41,9.1%,5.5%,58.2%,68.8%,30.4%
1.30,11.1%,2.8%,65.3%,72.3%,44.0%
1.09,5.7%,1.9%,56.2%,69.5%,56.5%
1.01,7.9%,3.2%,67.5%,62.4%,51.2%
2.20,22.5%,2.5%,55.0%,86.4%,61.1%
1.38,19.2%,1.4%,67.1%,75.5%,58.3%
0.92,6.0%,0.0%,72.0%,71.9%,44.7%
1.56,6.9%,1.7%,67.2%,84.6%,42.1%
1.07,9.9%,0.0%,68.3%,65.2%,53.1%
1.92,19.6%,2.2%,71.7%,81.8%,53.8%
0.88,9.5%,2.9%,70.5%,71.6%,38.7%
1.07,4.8%,3.8%,62.5%,66.2%,46.2%
1.08,7.4%,1.2%,66.7%,66.7%,44.4%
0.64,4.3%,2.9%,64.3%,60.0%,40.0%
0.87,3.0%,1.0%,66.7%,60.6%,39.4%
0.90,8.3%,1.8%,68.8%,62.7%,47.1%
1.01,5.1%,1.7%,79.7%,63.8%,41.7%
1.38,14.0%,1.8%,78.9%,80.0%,58.3%
0.67,1.6%,1.6%,68.3%,55.8%,45.0%
1.09,1.1%,0.0%,80.5%,60.0%,58.8%
1.44,5.1%,1.7%,74.6%,79.5%,40.0%
1.14,6.7%,5.6%,73.3%,75.8%,58.3%
0.75,6.1%,4.1%,46.9%,60.9%,46.2%
0.84,10.7%,2.4%,66.7%,67.9%,39.3%
1.23,13.1%,1.0%,69.7%,69.6%,63.3%
0.61,1.9%,0.0%,69.2%,47.2%,31.3%
1.10,7.3%,0.0%,63.4%,65.4%,56.7%
0.79,4.6%,0.0%,64.6%,52.4%,47.8%
1.20,7.1%,4.1%,70.4%,76.8%,31.0%
1.60,15.8%,1.8%,56.1%,68.8%,76.0%
0.76,7.7%,1.5%,56.9%,64.9%,60.7%
0.95,2.9%,3.8%,63.8%,67.2%,42.1%
1.33,9.4%,3.1%,75.0%,72.9%,68.8%
0.87,6.6%,0.0%,68.1%,67.7%,41.4%
1.05,4.8%,2.4%,56.0%,72.3%,51.4%
0.75,2.0%,2.0%,67.3%,66.7%,18.8%
1.02,2.4%,1.2%,64.6%,62.3%,44.8%
1.14,2.2%,0.0%,70.7%,66.2%,44.4%
1.73,27.3%,0.0%,81.8%,82.2%,80.0%
0.77,4.3%,4.3%,66.7%,65.2%,34.8%
1.26,3.2%,0.0%,55.6%,71.4%,64.3%
2.50,15.0%,2.5%,65.0%,80.8%,78.6%
0.66,8.5%,2.4%,56.1%,69.6%,38.9%
1.40,4.2%,2.8%,64.8%,82.6%,60.0%
0.67,4.3%,0.0%,83.0%,48.7%,75.0%
1.18,9.7%,1.4%,79.2%,70.2%,33.3%
1.25,3.7%,1.2%,59.8%,69.4%,66.7%
0.78,7.1%,5.7%,65.7%,63.0%,45.8%
1.00,1.4%,4.2%,68.1%,73.5%,43.5%
1.29,3.1%,1.6%,57.8%,75.7%,63.0%
0.74,2.0%,2.0%,70.6%,44.4%,66.7%
1.27,6.3%,0.9%,74.8%,66.3%,57.1%
1.02,2.7%,0.0%,65.8%,61.6%,60.5%
0.93,1.8%,7.0%,55.3%,66.7%,45.1%
0.90,1.6%,1.6%,66.1%,58.5%,47.6%
1.56,3.9%,2.0%,56.9%,82.8%,50.0%
1.88,15.4%,1.9%,53.8%,82.1%,75.0%
0.70,8.8%,5.3%,56.1%,65.6%,52.0%
1.06,3.5%,3.5%,58.1%,70.0%,55.6%
1.67,4.0%,0.0%,66.0%,75.8%,70.6%
1.44,6.5%,0.0%,66.1%,75.6%,71.4%
1.49,10.8%,1.4%,66.2%,81.6%,56.0%
2.16,7.3%,0.0%,61.0%,80.0%,62.5%
0.49,8.8%,0.0%,50.0%,64.7%,55.9%
1.61,7.5%,7.5%,60.4%,93.8%,57.1%
0.90,11.3%,1.6%,56.5%,74.3%,51.9%
0.79,2.4%,3.6%,50.6%,61.9%,46.3%
1.15,13.3%,5.1%,60.2%,72.9%,46.2%
1.65,13.2%,0.0%,58.5%,83.9%,45.5%
0.73,5.8%,4.7%,67.4%,65.5%,46.4%
0.52,2.0%,0.0%,68.6%,65.7%,43.8%
0.66,2.5%,5.0%,70.0%,55.4%,29.2%
0.31,0.0%,0.0%,63.6%,53.6%,43.8%
0.67,5.8%,2.9%,59.9%,70.9%,37.7%
0.83,7.6%,0.0%,56.1%,62.2%,55.2%
0.75,5.1%,5.1%,56.4%,65.9%,41.2%
1.38,11.7%,3.3%,70.0%,76.2%,55.6%
1.18,12.8%,3.8%,60.3%,76.6%,45.2%
0.75,9.9%,0.0%,50.6%,63.4%,47.5%
0.64,7.3%,1.8%,63.6%,68.6%,50.0%
1.18,1.2%,0.0%,76.2%,59.4%,35.0%
1.02,1.1%,2.2%,61.3%,70.2%,61.1%
1.54,13.6%,0.0%,74.2%,81.6%,64.7%
1.28,12.9%,1.4%,57.1%,72.5%,63.3%
1.40,8.9%,0.0%,73.4%,75.9%,61.9%
0.58,5.7%,1.4%,72.9%,66.7%,42.1%
0.67,15.7%,2.9%,64.3%,57.8%,56.0%
0.36,8.5%,0.0%,66.1%,59.0%,40.0%
1.27,9.1%,0.0%,62.1%,65.9%,60.0%
1.54,14.3%,6.1%,53.1%,84.6%,65.2%
0.82,1.1%,1.1%,68.1%,58.1%,41.4%
1.58,6.5%,2.2%,67.4%,64.5%,60.0%
0.73,7.4%,2.5%,58.0%,78.7%,35.3%
1.12,13.0%,2.0%,68.0%,76.5%,65.6%
0.80,6.7%,2.2%,64.0%,75.4%,31.3%
0.76,9.5%,5.3%,55.8%,71.7%,64.3%
1.03,9.2%,1.3%,50.0%,76.3%,57.9%
1.20,7.5%,3.2%,69.9%,70.8%,60.7%
2.00,23.4%,0.0%,63.8%,80.0%,76.5%
1.19,10.4%,0.0%,72.7%,62.5%,42.9%
1.49,3.9%,0.0%,64.7%,75.8%,55.6%
0.77,8.8%,2.2%,61.5%,64.3%,57.1%
1.48,1.8%,3.6%,58.2%,81.3%,56.5%
1.45,11.3%,0.0%,62.9%,69.2%,60.9%
0.97,3.1%,3.8%,48.1%,68.3%,58.8%
0.90,2.3%,3.4%,62.5%,65.5%,39.4%
1.06,8.6%,1.4%,65.7%,73.9%,58.3%
2.00,14.3%,3.6%,60.7%,70.6%,72.7%
0.89,11.6%,4.7%,61.6%,83.0%,36.4%
0.97,5.3%,1.1%,67.4%,67.2%,38.7%
1.63,4.0%,2.0%,64.0%,71.9%,66.7%
0.49,5.6%,5.6%,48.1%,46.2%,50.0%
1.08,7.2%,1.8%,60.4%,64.2%,52.3%
2.04,10.4%,2.1%,64.6%,77.4%,70.6%
0.85,2.9%,2.9%,67.1%,53.2%,43.5%
0.43,8.2%,0.0%,67.1%,49.0%,66.7%
1.11,7.9%,2.2%,67.4%,73.3%,55.2%
1.07,4.0%,4.0%,54.0%,74.1%,34.8%
0.84,4.8%,4.8%,66.7%,64.3%,42.9%
0.61,0.0%,0.0%,66.7%,56.8%,50.0%
1.07,1.7%,2.6%,55.7%,70.3%,45.1%
1.10,8.5%,2.4%,59.8%,75.5%,48.5%
0.91,0.9%,8.5%,60.7%,57.7%,43.5%
1.18,4.5%,3.4%,56.8%,78.0%,52.6%
0.44,6.0%,8.0%,66.0%,60.6%,35.3%
1.01,6.8%,2.7%,50.7%,70.3%,44.4%
0.32,10.5%,1.8%,57.9%,45.5%,45.8%
1.16,6.7%,0.0%,68.0%,68.6%,70.8%
0.78,8.6%,1.4%,68.6%,64.6%,50.0%
2.11,17.0%,2.1%,59.6%,85.7%,68.4%
1.50,3.1%,1.5%,56.9%,78.4%,71.4%
1.23,9.5%,6.3%,61.9%,76.9%,33.3%
1.53,11.8%,1.5%,58.8%,82.5%,64.3%
1.17,23.4%,3.2%,59.6%,80.4%,68.4%
1.29,8.7%,2.2%,59.8%,83.6%,59.5%
0.85,2.0%,4.1%,63.3%,61.3%,50.0%
0.58,3.8%,5.8%,61.5%,53.1%,40.0%
1.40,11.1%,1.9%,59.3%,71.9%,54.5%
0.71,5.3%,5.3%,42.1%,78.1%,52.3%
2.21,7.4%,5.6%,66.7%,88.9%,72.2%
0.98,6.8%,2.7%,57.5%,81.0%,58.1%
0.77,6.5%,3.3%,57.6%,66.0%,46.2%
0.70,3.7%,1.9%,64.8%,57.1%,68.4%
1.19,9.0%,3.6%,57.7%,81.3%,53.2%
2.80,14.6%,0.0%,61.0%,92.0%,68.8%
0.79,3.9%,2.0%,52.9%,51.9%,50.0%
1.35,6.2%,3.1%,58.5%,86.8%,37.0%
