DR,A%,DF%,1stIn,1st%,2nd%
0.63,7.8%,4.7%,65.6%,66.7%,27.3%
0.84,5.9%,3.5%,63.5%,70.4%,58.1%
1.19,12.2%,3.3%,68.9%,75.8%,39.3%
0.71,8.0%,1.3%,62.7%,61.7%,46.4%
0.79,7.1%,4.7%,62.4%,67.9%,56.3%
0.94,9.5%,2.1%,64.2%,82.0%,61.8%
0.32,0.0%,5.9%,52.9%,37.0%,54.2%
1.46,1.7%,0.0%,55.2%,84.4%,61.5%
1.60,6.5%,2.2%,60.9%,71.4%,61.1%
1.55,4.7%,0.0%,60.9%,84.6%,68.0%
1.29,10.4%,3.0%,65.7%,72.7%,52.2%
1.20,1.2%,7.0%,59.3%,76.5%,40.0%
4.25,8.8%,2.9%,61.8%,85.7%,76.9%
0.71,5.7%,7.1%,58.6%,58.5%,44.8%
1.24,1.1%,1.1%,56.3%,65.3%,52.6%
1.84,11.8%,3.9%,62.7%,87.5%,57.9%
0.79,14.9%,3.0%,62.7%,76.2%,48.0%
1.65,3.5%,3.5%,47.4%,66.7%,76.7%
0.80,6.5%,3.9%,64.9%,68.0%,48.1%
1.18,4.4%,8.9%,58.9%,81.1%,48.6%
1.40,10.2%,3.4%,61.0%,77.8%,60.9%
0.67,5.1%,4.1%,54.1%,60.4%,55.6%
1.17,11.5%,5.7%,58.6%,84.3%,27.8%
1.00,7.2%,4.3%,60.9%,76.2%,44.4%
0.71,12.5%,1.9%,60.6%,66.7%,48.8%
1.58,6.2%,0.0%,75.4%,75.5%,62.5%
1.95,8.5%,0.0%,57.4%,77.8%,65.0%
0.63,2.2%,3.3%,56.7%,72.5%,41.0%
1.18,3.1%,0.0%,67.7%,70.5%,47.6%
0.54,4.5%,2.3%,64.8%,70.2%,38.7%
0.93,3.5%,4.7%,57.6%,77.6%,41.7%
1.07,1.0%,3.1%,59.8%,67.2%,66.7%
1.33,3.3%,6.7%,51.7%,74.2%,55.2%
0.82,5.1%,5.1%,62.0%,71.8%,40.4%
0.81,1.0%,7.1%,66.3%,60.0%,30.3%
0.79,12.5%,0.0%,80.0%,73.4%,68.8%
1.42,0.0%,1.4%,67.1%,73.5%,66.7%
0.98,7.4%,4.9%,56.8%,71.7%,40.0%
1.18,8.5%,4.2%,49.3%,85.7%,63.9%
1.82,7.1%,0.0%,57.1%,75.0%,61.1%
1.26,5.3%,5.3%,49.5%,78.7%,60.4%
1.04,7.8%,5.9%,54.9%,78.6%,58.7%
0.56,4.3%,4.3%,55.7%,61.5%,45.2%
0.94,6.6%,2.2%,63.7%,79.3%,51.5%
1.47,7.4%,0.0%,63.0%,67.6%,60.0%
1.32,6.0%,0.0%,67.5%,73.2%,48.1%
1.33,5.3%,0.0%,57.9%,76.4%,60.0%
0.95,8.7%,4.8%,61.5%,70.3%,50.0%
0.81,1.5%,4.6%,63.1%,56.1%,37.5%
1.31,0.0%,1.8%,57.9%,66.7%,70.8%
0.59,7.5%,0.0%,52.8%,67.9%,64.0%
0.96,11.6%,1.1%,69.5%,80.3%,48.3%
0.83,11.1%,1.9%,59.3%,84.4%,40.9%
1.19,7.3%,1.0%,67.7%,67.7%,48.4%
0.43,2.3%,0.0%,65.9%,51.7%,20.0%
1.25,7.4%,0.0%,72.1%,71.4%,47.4%
0.94,3.9%,2.6%,48.7%,67.6%,48.7%
1.71,14.3%,4.1%,59.2%,86.2%,60.0%
2.00,19.6%,10.9%,63.0%,79.3%,64.7%
0.90,10.1%,4.3%,62.3%,62.8%,53.8%
1.25,6.9%,1.7%,77.6%,77.8%,38.5%
1.70,8.1%,1.4%,64.9%,87.5%,50.0%
1.15,21.1%,4.2%,61.1%,84.5%,54.1%
0.83,10.2%,5.1%,59.3%,80.0%,58.3%
0.98,9.3%,2.1%,68.0%,71.2%,58.1%
0.77,4.5%,2.3%,62.5%,70.9%,54.5%
1.60,21.2%,0.0%,61.5%,75.0%,60.0%
1.22,9.9%,0.0%,62.0%,77.3%,63.0%
1.12,0.0%,5.9%,70.6%,66.7%,40.0%
1.24,9.2%,2.3%,59.8%,75.0%,42.9%
0.90,2.2%,5.4%,59.1%,70.9%,39.5%
1.38,3.3%,1.6%,55.7%,85.3%,63.0%
1.26,9.5%,4.1%,58.1%,67.4%,61.3%
0.48,6.3%,9.5%,46.0%,69.0%,35.3%
1.15,6.0%,3.6%,53.6%,80.0%,53.8%
0.96,4.2%,0.0%,66.2%,72.3%,37.5%
1.42,12.1%,4.5%,74.2%,73.5%,58.8%
1.93,14.3%,0.0%,57.1%,85.7%,66.7%
0.79,12.5%,0.0%,56.9%,78.0%,32.3%
0.43,4.7%,3.1%,67.2%,76.7%,28.6%
1.69,6.3%,0.0%,59.4%,92.1%,61.5%
0.92,7.9%,3.4%,68.5%,70.5%,53.6%
1.52,7.8%,0.0%,65.6%,76.2%,81.8%
1.07,9.5%,4.2%,54.7%,82.7%,51.2%
1.21,5.1%,4.1%,67.3%,71.2%,56.3%
1.54,13.5%,3.8%,57.7%,76.7%,59.1%
2.86,11.4%,5.7%,62.9%,86.4%,69.2%
0.97,13.6%,5.7%,59.1%,75.0%,52.8%
0.33,1.7%,0.0%,69.5%,56.1%,44.4%
2.30,13.0%,4.3%,73.9%,76.5%,66.7%
0.78,4.1%,5.4%,67.6%,72.0%,45.8%
0.83,6.2%,0.0%,60.0%,69.2%,53.8%
0.89,3.5%,4.4%,58.4%,75.8%,42.6%
1.04,6.7%,0.0%,64.2%,73.3%,62.5%
0.98,5.2%,2.1%,64.6%,66.1%,50.0%
0.84,1.3%,3.8%,67.5%,64.8%,57.7%
1.25,2.6%,1.3%,64.1%,62.0%,53.6%
0.47,3.9%,3.9%,72.5%,45.9%,28.6%
1.45,8.6%,1.7%,65.5%,78.9%,40.0%
1.30,2.9%,1.4%,60.9%,71.4%,59.3%
1.11,3.2%,3.2%,57.1%,72.2%,55.6%
1.47,7.5%,3.8%,58.5%,77.4%,50.0%
1.06,1.6%,3.2%,68.3%,72.1%,70.0%
1.56,12.0%,0.0%,68.0%,82.4%,37.5%
2.67,5.3%,7.9%,71.1%,81.5%,72.7%
1.20,10.5%,2.1%,72.6%,79.7%,69.2%
0.75,6.7%,1.7%,55.0%,66.7%,48.1%
1.09,0.0%,2.3%,55.8%,70.8%,42.1%
0.57,5.9%,3.9%,57.8%,71.2%,39.5%
0.44,2.0%,4.0%,62.0%,61.3%,21.1%
0.95,4.9%,0.0%,65.7%,62.7%,62.9%
0.82,7.0%,5.6%,57.7%,70.7%,43.3%
0.72,0.0%,1.6%,54.0%,55.9%,55.2%
0.62,7.4%,1.5%,64.7%,68.2%,50.0%
1.24,3.9%,1.3%,58.4%,71.1%,50.0%
0.68,4.5%,1.5%,65.2%,69.8%,47.8%
0.90,3.2%,4.3%,69.1%,63.1%,55.2%
