DR,A%,DF%,1stIn,1st%,2nd%
1.66,7.7%,5.1%,69.2%,70.4%,58.3%
1.40,1.9%,3.8%,57.7%,70.0%,50.0%
1.61,18.9%,1.9%,64.2%,76.5%,63.2%
0.93,5.7%,2.9%,55.7%,76.9%,35.5%
1.33,9.5%,1.6%,58.7%,78.4%,57.7%
1.20,0.0%,0.0%,50.0%,33.3%,33.3%
0.75,0.0%,4.9%,67.9%,63.6%,53.8%
1.13,2.7%,3.6%,57.3%,73.0%,38.3%
1.25,11.5%,3.8%,65.4%,72.5%,63.0%
1.28,5.6%,2.2%,59.6%,71.7%,58.3%
0.99,5.8%,3.9%,56.3%,70.7%,48.9%
1.54,3.7%,1.9%,72.2%,79.5%,46.7%
1.46,3.3%,3.3%,65.0%,82.1%,47.6%
0.67,6.1%,2.0%,59.2%,65.5%,55.0%
0.99,3.7%,2.8%,56.5%,59.0%,53.2%
1.19,3.4%,2.3%,67.8%,74.6%,32.1%
1.59,10.3%,5.2%,67.2%,87.2%,42.1%
2.20,4.5%,4.5%,61.4%,77.8%,76.5%
0.88,1.5%,1.5%,68.2%,73.3%,42.9%
2.34,5.4%,2.7%,62.2%,69.6%,85.7%
1.21,2.4%,2.4%,70.6%,66.7%,36.0%
1.09,8.8%,5.5%,69.2%,69.8%,50.0%
1.09,9.9%,0.0%,64.8%,69.6%,68.0%
1.04,1.0%,6.1%,59.2%,72.4%,37.5%
3.51,5.3%,0.0%,78.9%,83.3%,87.5%
1.09,3.1%,4.1%,60.2%,76.3%,53.8%
1.16,1.3%,5.0%,65.0%,67.3%,42.9%
1.73,9.1%,3.0%,54.5%,72.2%,73.3%
0.77,6.3%,2.1%,66.7%,71.9%,31.3%
2.32,7.1%,4.8%,54.8%,82.6%,68.4%
1.39,9.4%,7.5%,54.7%,72.4%,50.0%
1.05,5.8%,8.1%,61.6%,73.6%,36.4%
0.50,7.5%,2.5%,50.0%,60.0%,45.0%
0.74,6.2%,2.3%,66.7%,74.4%,72.1%
0.73,0.0%,5.7%,66.0%,68.6%,38.9%
2.29,17.8%,4.4%,68.9%,87.1%,64.3%
0.99,7.5%,6.3%,63.7%,80.4%,48.3%
0.58,6.3%,9.5%,60.3%,71.1%,44.0%
1.69,6.3%,0.0%,71.9%,82.6%,55.6%
0.40,0.0%,3.2%,45.2%,21.4%,41.2%
1.08,8.9%,2.0%,65.3%,74.2%,51.4%
0.87,7.4%,9.3%,64.8%,57.1%,57.9%
1.32,5.4%,7.6%,59.8%,81.8%,45.9%
1.09,7.2%,0.0%,61.9%,68.3%,64.9%
0.93,8.9%,3.6%,51.8%,77.6%,68.5%
0.78,7.1%,4.3%,68.6%,66.7%,50.0%
1.09,5.2%,4.2%,57.3%,72.7%,58.5%
0.65,6.9%,1.4%,51.4%,78.4%,51.4%
1.40,12.5%,1.8%,66.1%,75.7%,42.1%
1.39,10.9%,1.8%,65.5%,77.8%,68.4%
0.95,6.0%,2.4%,49.4%,72.0%,52.4%
0.90,6.3%,3.8%,62.0%,65.3%,60.0%
1.96,8.5%,2.1%,61.7%,82.8%,61.1%
0.92,7.0%,0.0%,63.2%,72.2%,69.0%
1.83,8.9%,2.2%,57.8%,88.5%,52.6%
0.34,6.0%,9.0%,59.7%,67.5%,33.3%
0.61,13.1%,3.6%,63.1%,67.9%,58.1%
0.87,12.8%,3.2%,70.2%,80.3%,64.3%
0.65,4.2%,2.5%,64.4%,68.4%,52.4%
0.72,4.3%,0.0%,59.1%,74.5%,60.5%
1.25,13.6%,3.0%,75.8%,84.0%,50.0%
0.95,14.3%,3.1%,60.2%,67.8%,46.2%
0.97,6.6%,6.6%,55.3%,69.0%,41.2%
1.45,10.3%,1.5%,52.9%,86.1%,59.4%
0.97,6.2%,4.4%,61.9%,71.4%,44.2%
0.80,9.1%,1.0%,62.6%,62.9%,37.8%
1.18,5.3%,3.2%,68.4%,73.8%,63.3%
0.69,4.5%,0.0%,60.6%,65.0%,61.5%
0.82,4.3%,6.4%,62.8%,67.8%,37.1%
0.80,10.5%,4.2%,61.1%,74.1%,40.5%
0.56,10.8%,0.0%,60.0%,76.9%,34.6%
1.15,8.7%,1.0%,66.3%,73.9%,71.4%
1.05,7.9%,3.0%,63.4%,81.3%,51.4%
0.64,5.6%,2.8%,59.7%,72.1%,69.0%
0.65,4.9%,12.2%,65.9%,59.3%,21.4%
0.60,7.5%,3.8%,56.6%,70.0%,47.8%
0.72,10.8%,1.1%,68.8%,71.9%,58.6%
0.57,17.3%,0.0%,69.2%,75.0%,43.8%
0.88,8.5%,1.9%,63.2%,76.1%,59.0%
1.42,7.3%,1.8%,67.3%,81.1%,44.4%
0.54,9.1%,1.8%,65.5%,77.8%,36.8%
0.78,7.5%,3.0%,59.7%,72.5%,40.7%
1.22,11.5%,1.6%,73.8%,77.8%,62.5%
0.74,5.4%,3.6%,58.9%,63.6%,47.8%
1.29,1.4%,0.0%,68.1%,74.5%,50.0%
1.31,7.6%,3.0%,68.2%,73.3%,52.4%
0.95,7.3%,2.4%,66.1%,78.0%,50.0%
1.35,5.9%,1.5%,54.4%,83.8%,67.7%
1.23,2.3%,4.7%,62.8%,70.4%,62.5%
0.74,10.8%,0.8%,64.2%,71.4%,46.5%
1.19,12.1%,0.9%,62.6%,71.6%,60.0%
0.74,6.3%,3.1%,57.8%,64.9%,51.9%
2.01,8.9%,2.2%,66.7%,76.7%,73.3%
1.25,11.5%,3.8%,65.4%,78.4%,44.4%
1.02,2.7%,4.1%,60.3%,70.5%,55.2%
1.75,8.5%,2.1%,59.6%,85.7%,47.4%
0.82,5.7%,2.9%,50.0%,80.0%,48.6%
0.65,7.0%,0.0%,66.4%,78.8%,67.4%
1.42,11.1%,1.4%,70.8%,76.5%,66.7%
1.15,7.8%,3.9%,65.0%,70.1%,52.8%
0.83,4.2%,0.7%,70.1%,64.4%,48.8%
1.44,7.9%,1.6%,63.5%,82.5%,65.2%
1.72,9.1%,4.5%,65.2%,79.1%,73.9%
0.57,6.5%,2.2%,57.0%,60.4%,55.0%
0.53,9.1%,4.5%,56.1%,75.7%,41.4%
1.13,11.7%,1.1%,77.7%,80.8%,52.4%
3.22,12.2%,2.4%,70.7%,93.1%,75.0%
1.79,3.3%,0.0%,85.0%,82.4%,44.4%
0.72,10.7%,0.0%,64.3%,72.2%,45.0%
1.13,4.2%,4.2%,67.4%,75.0%,48.4%
0.78,6.0%,4.0%,65.6%,67.7%,42.3%
1.14,3.4%,0.0%,79.5%,65.7%,55.6%
1.81,5.7%,3.8%,66.0%,74.3%,66.7%
0.97,8.9%,4.1%,61.8%,69.7%,61.7%
0.75,7.3%,0.9%,77.3%,72.9%,40.0%
0.41,2.2%,6.7%,66.7%,30.0%,53.3%
1.61,3.6%,0.0%,70.9%,79.5%,56.3%
0.62,3.1%,1.5%,69.2%,71.1%,50.0%
1.52,7.5%,3.8%,62.3%,75.8%,60.0%
1.56,4.9%,0.0%,72.1%,77.3%,70.6%
1.06,3.6%,2.4%,67.9%,52.6%,55.6%
1.08,6.6%,1.9%,61.3%,72.3%,56.1%
1.03,8.4%,1.2%,68.7%,64.9%,53.8%
1.56,4.3%,4.3%,53.2%,68.0%,77.3%
1.15,13.3%,1.2%,62.7%,69.2%,58.1%
1.36,5.6%,1.4%,62.0%,72.7%,63.0%
0.89,6.1%,4.5%,66.7%,75.0%,45.5%
0.93,2.3%,2.3%,64.8%,63.9%,53.3%
1.10,2.5%,1.7%,65.0%,67.9%,47.6%
0.96,2.2%,1.1%,65.6%,68.9%,53.1%
0.93,4.7%,3.5%,51.8%,68.2%,48.8%
1.31,7.7%,0.0%,70.8%,76.1%,68.4%
0.60,1.8%,1.8%,62.5%,71.4%,38.1%
1.05,9.0%,4.0%,60.0%,63.3%,57.5%
1.85,16.1%,0.0%,69.4%,81.4%,73.7%
1.65,7.7%,1.5%,75.4%,85.7%,68.8%
0.92,4.3%,0.0%,64.1%,66.1%,72.7%
0.96,3.4%,1.1%,72.4%,61.9%,50.0%
1.21,5.7%,2.3%,72.4%,74.6%,45.8%
1.29,6.8%,1.7%,67.8%,70.0%,57.9%
0.92,4.8%,2.9%,73.3%,68.8%,46.4%
0.94,8.2%,1.9%,69.0%,70.6%,53.1%
0.68,4.4%,1.5%,66.2%,71.1%,47.8%
1.06,5.2%,2.6%,72.7%,66.1%,61.9%
1.08,14.1%,1.4%,66.2%,74.5%,62.5%
0.71,18.7%,2.7%,61.3%,82.6%,48.3%
2.29,15.1%,1.9%,64.2%,82.4%,78.9%
0.72,9.3%,0.0%,65.3%,75.5%,46.2%
1.44,11.3%,1.3%,66.3%,75.5%,59.3%
0.56,0.0%,4.5%,56.8%,68.0%,36.8%
1.15,5.0%,1.3%,61.3%,65.3%,61.3%
1.05,6.6%,4.4%,70.6%,61.5%,52.5%
1.62,0.0%,0.0%,81.0%,64.7%,75.0%
1.96,4.3%,4.3%,74.5%,80.0%,58.3%
0.80,1.4%,4.3%,73.9%,62.7%,50.0%
1.30,0.0%,1.4%,78.6%,63.6%,40.0%
1.14,0.0%,0.9%,68.2%,65.3%,57.1%
0.55,1.7%,3.4%,67.8%,55.0%,36.8%
1.10,3.5%,1.8%,67.5%,57.1%,48.6%
1.14,1.1%,3.4%,64.4%,73.2%,54.8%
1.44,3.3%,5.0%,73.3%,77.3%,43.8%
1.22,5.7%,2.3%,61.4%,66.7%,61.8%
0.81,4.5%,9.0%,61.2%,78.0%,23.1%
0.77,2.7%,0.0%,70.3%,69.2%,40.9%
1.19,1.4%,1.4%,66.7%,68.8%,58.3%
1.12,1.9%,2.8%,73.8%,64.6%,39.3%
1.63,9.6%,1.9%,63.5%,75.8%,63.2%
1.06,7.5%,0.0%,65.6%,67.2%,59.4%
2.98,5.7%,2.9%,74.3%,84.6%,66.7%
2.20,4.4%,0.0%,77.8%,80.0%,80.0%
0.82,1.8%,5.3%,50.9%,72.4%,42.9%
3.40,12.8%,2.6%,74.4%,86.2%,80.0%
0.95,6.5%,1.1%,68.8%,65.6%,44.8%
1.26,0.0%,7.5%,67.2%,77.8%,36.4%
1.39,4.2%,1.4%,76.4%,70.9%,52.9%
0.68,7.1%,3.1%,71.7%,69.2%,41.7%
0.63,14.9%,1.4%,75.7%,71.4%,55.6%
1.69,7.1%,1.8%,71.4%,75.0%,68.8%
1.14,9.1%,3.0%,66.7%,78.8%,57.6%
0.56,2.2%,2.2%,60.0%,59.3%,44.4%
0.60,3.0%,1.5%,65.7%,61.4%,39.1%
1.06,3.4%,4.3%,60.7%,70.4%,65.2%
0.42,5.7%,1.9%,64.2%,57.4%,50.0%
1.06,12.9%,4.5%,67.7%,72.4%,44.0%
1.26,3.2%,3.2%,71.3%,74.6%,44.4%
1.09,6.7%,2.9%,66.7%,62.9%,54.3%
1.88,4.3%,0.0%,67.4%,80.6%,60.0%
0.76,3.3%,2.5%,62.0%,65.3%,50.0%
0.93,3.5%,4.3%,57.4%,63.6%,49.0%
1.25,8.1%,2.0%,63.6%,65.1%,63.9%
0.78,4.6%,3.1%,69.2%,66.7%,62.5%
0.71,3.8%,3.8%,69.8%,51.4%,37.5%
0.90,7.5%,1.9%,67.9%,66.7%,52.9%
0.64,11.5%,4.9%,62.3%,60.5%,39.1%
0.97,9.8%,5.4%,66.3%,70.5%,48.4%
1.61,4.1%,2.0%,61.2%,90.0%,36.8%
0.84,5.6%,3.3%,64.4%,62.1%,37.5%
1.52,7.0%,10.5%,68.4%,74.4%,61.1%
1.70,0.0%,2.2%,73.3%,75.8%,66.7%
0.64,9.1%,1.8%,67.3%,71.6%,61.1%
1.46,8.2%,0.0%,68.2%,69.0%,74.1%
1.01,16.3%,0.0%,69.4%,70.6%,53.3%
1.80,11.5%,0.0%,75.0%,87.2%,53.8%
1.13,2.6%,0.0%,64.5%,75.5%,66.7%
1.22,9.6%,4.3%,62.6%,77.8%,44.2%
1.51,10.9%,3.6%,70.9%,82.1%,62.5%
0.83,5.3%,2.7%,68.0%,78.4%,54.2%
1.35,3.0%,1.5%,56.7%,73.7%,55.2%
0.98,2.6%,7.7%,65.8%,66.2%,52.5%
1.44,9.8%,5.9%,58.8%,76.7%,52.4%
0.93,8.0%,4.0%,50.0%,84.0%,44.0%
1.85,4.3%,2.2%,69.6%,81.3%,57.1%
0.90,5.4%,2.7%,62.2%,80.4%,50.0%
1.57,14.9%,0.0%,76.6%,83.3%,54.5%
0.67,1.1%,1.1%,75.5%,56.3%,30.4%
2.06,5.2%,1.3%,79.2%,83.6%,68.8%
1.54,6.8%,0.0%,68.2%,78.3%,71.4%
0.90,1.2%,8.4%,62.7%,78.8%,38.7%
1.25,3.3%,4.4%,70.0%,71.4%,48.1%
1.42,4.5%,1.5%,74.6%,74.0%,70.6%
0.93,4.8%,0.8%,70.4%,67.0%,45.9%
1.72,5.8%,1.9%,73.1%,76.3%,71.4%
1.37,1.4%,4.3%,72.9%,68.6%,57.9%
1.34,5.0%,0.0%,65.0%,74.4%,57.1%
1.14,4.3%,0.0%,62.4%,70.7%,60.0%
0.91,3.8%,2.5%,74.7%,55.9%,70.0%
1.20,4.6%,3.7%,72.2%,69.2%,40.0%
1.02,5.5%,2.8%,77.9%,75.2%,68.8%
0.60,4.5%,6.0%,59.7%,67.5%,37.0%
1.47,5.3%,3.5%,68.4%,76.9%,61.1%
0.70,5.3%,1.8%,71.9%,68.3%,37.5%
0.71,13.5%,0.8%,69.0%,74.7%,56.4%
0.94,12.1%,3.4%,51.7%,66.7%,57.1%
1.44,14.0%,1.8%,64.9%,78.4%,60.0%
1.16,9.0%,4.0%,69.0%,79.7%,45.2%
0.91,17.4%,2.9%,69.6%,62.5%,38.1%
1.09,7.4%,4.6%,62.0%,70.1%,51.2%
0.98,3.9%,2.6%,64.9%,64.0%,55.6%
1.40,4.7%,1.6%,67.2%,86.0%,57.1%
1.25,6.8%,0.0%,67.6%,80.0%,25.0%
0.80,5.9%,5.9%,66.7%,58.8%,41.2%
1.04,3.2%,0.8%,58.9%,75.3%,62.7%
2.98,9.8%,0.0%,65.9%,81.5%,85.7%
2.00,11.4%,4.5%,65.9%,75.9%,73.3%
1.02,3.4%,4.6%,66.7%,81.0%,34.5%
1.51,10.9%,1.8%,61.8%,73.5%,61.9%
1.03,11.6%,2.6%,77.4%,85.0%,51.4%
0.99,8.4%,0.0%,62.7%,67.3%,64.5%
1.35,3.2%,1.6%,64.5%,72.5%,63.6%
1.43,8.9%,2.2%,71.1%,82.8%,50.0%
2.14,8.9%,0.0%,68.9%,77.4%,85.7%
0.80,5.5%,2.7%,69.9%,66.7%,40.9%
2.58,2.7%,2.7%,64.9%,83.3%,69.2%
1.01,10.0%,5.5%,57.3%,76.2%,53.2%
0.89,12.2%,0.0%,65.9%,68.5%,50.0%
1.37,5.5%,3.3%,54.9%,82.0%,48.8%
1.24,4.8%,1.6%,60.3%,73.7%,48.0%
1.48,12.3%,0.0%,68.4%,82.1%,55.6%
1.08,2.4%,2.4%,74.7%,66.1%,47.6%
1.32,2.7%,2.7%,69.9%,74.5%,59.1%
0.68,6.6%,3.3%,49.2%,56.7%,58.1%
1.59,5.9%,0.0%,56.9%,86.2%,45.5%
1.04,4.9%,4.9%,60.5%,75.5%,50.0%
2.38,7.5%,2.5%,62.5%,84.0%,60.0%
0.77,9.8%,4.3%,65.2%,66.7%,40.6%
0.34,4.4%,6.7%,48.9%,40.9%,30.4%
1.18,7.4%,4.9%,65.4%,79.2%,42.9%
1.46,5.9%,1.2%,63.5%,79.6%,61.3%
2.85,15.4%,0.0%,69.2%,81.5%,83.3%
0.72,8.9%,5.1%,59.5%,53.2%,43.8%
1.18,7.8%,2.6%,62.3%,81.3%,51.7%
1.19,10.0%,5.7%,52.9%,83.8%,42.4%
0.49,5.6%,6.7%,57.8%,63.5%,36.8%
1.18,8.6%,1.1%,57.0%,83.0%,70.0%
0.87,7.9%,2.2%,61.8%,70.9%,44.1%
0.99,4.2%,4.2%,60.6%,74.4%,57.1%
0.62,3.7%,3.7%,50.0%,59.3%,25.9%
1.40,10.7%,5.4%,60.7%,76.5%,50.0%
1.04,5.5%,4.4%,57.1%,73.1%,48.7%
1.16,12.5%,4.7%,59.4%,81.6%,57.7%
1.59,5.5%,0.0%,70.9%,84.6%,56.3%
1.11,5.6%,0.9%,59.8%,67.2%,55.8%
1.04,9.4%,1.7%,72.6%,77.6%,53.1%
1.70,7.7%,0.0%,63.5%,81.8%,63.2%
0.75,7.8%,1.0%,69.9%,68.1%,51.6%
1.00,6.5%,3.6%,66.9%,73.1%,45.7%
1.56,6.7%,0.0%,76.7%,80.4%,71.4%
0.91,5.5%,6.6%,69.2%,77.8%,39.3%
0.93,5.1%,6.4%,64.1%,76.0%,39.3%
0.85,1.2%,2.5%,65.4%,66.0%,50.0%
1.48,7.8%,2.0%,72.5%,70.3%,57.1%
1.28,3.7%,0.0%,59.3%,70.8%,69.7%
1.63,1.7%,3.3%,68.3%,70.7%,68.4%
0.94,0.9%,5.2%,60.3%,65.7%,56.5%
1.19,4.9%,3.3%,62.3%,65.8%,56.5%
1.00,3.0%,2.0%,77.8%,57.1%,63.6%
1.24,4.3%,4.3%,75.4%,86.5%,41.2%
0.72,1.0%,0.0%,66.7%,65.7%,54.3%
2.84,11.4%,2.9%,85.7%,80.0%,80.0%
1.16,5.5%,2.8%,78.0%,65.9%,54.2%
1.12,2.4%,3.5%,58.8%,58.0%,54.3%
0.82,1.7%,3.4%,69.0%,65.0%,44.4%
0.97,2.7%,3.5%,73.5%,67.5%,36.7%
0.83,2.1%,1.1%,66.0%,72.6%,46.9%
0.95,1.3%,2.6%,68.8%,67.9%,58.3%
1.01,1.3%,3.8%,69.6%,67.3%,41.7%
1.15,6.4%,5.1%,67.9%,62.3%,64.0%
0.82,8.5%,4.3%,61.7%,65.5%,44.4%
1.15,3.9%,1.3%,57.1%,84.1%,60.6%
1.06,8.0%,1.0%,69.0%,66.7%,61.3%
1.05,8.1%,3.5%,57.0%,65.3%,54.1%
1.08,3.2%,3.2%,61.7%,74.1%,52.8%
1.59,5.4%,1.8%,67.9%,81.6%,61.1%
0.78,5.9%,11.8%,68.6%,77.1%,37.5%
0.83,2.9%,1.4%,67.1%,61.7%,30.4%
1.40,8.2%,2.0%,61.2%,60.0%,47.4%
0.90,5.3%,1.1%,64.2%,68.9%,70.6%
1.72,6.0%,0.0%,74.0%,78.4%,61.5%
0.76,8.0%,4.0%,66.0%,66.7%,41.2%
1.33,7.1%,0.0%,70.0%,75.5%,61.9%
1.12,6.3%,1.3%,70.9%,75.0%,43.5%
1.21,9.9%,1.4%,62.0%,72.7%,48.1%
2.29,5.8%,0.0%,75.0%,84.6%,76.9%
1.66,6.6%,0.0%,50.8%,80.6%,73.3%
0.54,7.5%,2.5%,52.5%,66.7%,31.6%
1.86,7.7%,0.0%,84.6%,72.7%,100.0%
1.27,7.7%,1.3%,62.8%,77.6%,65.5%
0.92,7.1%,1.4%,71.4%,76.0%,45.0%
0.80,1.4%,2.8%,59.2%,71.4%,55.2%
1.26,5.6%,7.0%,67.6%,83.3%,52.2%
0.46,2.2%,6.5%,58.7%,40.7%,42.1%
0.91,0.9%,0.9%,64.2%,67.6%,52.6%
1.52,3.4%,1.7%,56.9%,69.7%,60.0%
0.69,8.5%,0.0%,71.2%,64.3%,47.1%
1.14,5.1%,0.0%,64.1%,74.0%,64.3%
1.35,6.3%,3.1%,62.5%,75.0%,58.3%
0.96,4.8%,3.8%,61.9%,64.6%,47.5%
0.76,2.5%,6.3%,58.2%,67.4%,36.4%
1.26,7.6%,1.3%,65.8%,67.3%,48.1%
1.59,10.3%,1.7%,74.1%,83.7%,53.3%
1.31,1.9%,1.9%,62.3%,72.7%,55.0%
0.37,5.4%,4.1%,56.8%,54.8%,46.9%
1.93,0.0%,2.0%,54.0%,88.9%,52.2%
1.80,13.2%,0.0%,68.4%,84.6%,33.3%
1.44,12.5%,4.5%,53.4%,78.7%,61.0%
0.90,6.6%,1.6%,67.2%,61.0%,55.0%
3.20,2.9%,2.9%,68.6%,87.5%,72.7%
0.72,5.5%,9.1%,58.2%,59.4%,30.4%
1.19,5.5%,2.7%,56.2%,73.2%,59.4%
1.01,6.3%,1.6%,61.9%,74.4%,58.3%
1.40,8.8%,2.2%,67.0%,73.8%,63.3%
0.67,2.8%,1.9%,66.0%,71.4%,38.9%
0.97,6.5%,2.8%,62.0%,71.6%,53.7%
0.83,0.0%,0.0%,53.8%,54.8%,61.1%
1.33,7.4%,1.2%,61.7%,70.0%,67.7%
1.23,6.1%,1.5%,66.7%,77.3%,54.5%
0.87,3.0%,1.5%,56.7%,52.6%,51.7%
1.38,6.7%,3.3%,73.3%,75.0%,37.5%
0.93,7.3%,2.4%,70.7%,79.3%,58.3%
1.54,3.7%,5.6%,57.4%,83.9%,56.5%
0.75,5.2%,0.0%,74.1%,65.1%,46.7%
1.15,3.4%,3.4%,67.8%,62.7%,32.1%
0.95,7.1%,4.3%,74.3%,63.5%,50.0%
1.22,1.3%,6.6%,63.2%,75.0%,35.7%
0.90,3.5%,0.9%,62.3%,67.6%,58.1%
1.19,6.3%,12.5%,81.3%,69.2%,33.3%
1.92,4.8%,0.0%,71.4%,83.3%,58.3%
2.06,4.2%,0.0%,62.5%,93.3%,50.0%
0.71,6.1%,4.5%,50.0%,66.7%,54.5%
0.62,6.3%,6.3%,55.6%,77.1%,50.0%
0.86,1.0%,1.0%,59.8%,62.3%,51.2%
1.27,9.7%,1.6%,64.5%,80.0%,63.6%
2.13,13.0%,6.5%,60.9%,89.3%,66.7%
1.04,2.1%,1.1%,61.1%,69.0%,51.4%
1.14,4.1%,1.4%,63.5%,70.2%,37.0%
1.18,5.9%,3.5%,65.9%,69.6%,48.3%
1.50,5.6%,9.3%,50.0%,81.5%,44.4%
0.99,7.7%,0.0%,69.2%,72.2%,70.8%
1.55,7.0%,1.8%,66.7%,76.3%,57.9%
0.59,12.5%,4.2%,58.3%,64.3%,40.0%
1.35,4.8%,4.8%,63.5%,77.5%,39.1%
1.85,7.7%,3.8%,69.2%,83.3%,43.8%
0.67,1.7%,5.0%,60.0%,63.9%,37.5%
0.60,5.2%,5.2%,53.4%,54.8%,40.7%
0.64,4.8%,4.8%,66.7%,67.9%,35.7%
1.04,9.5%,3.2%,61.1%,70.7%,54.1%
0.86,9.0%,2.0%,64.0%,68.8%,41.7%
0.59,5.4%,2.7%,55.4%,68.3%,45.5%
0.65,8.5%,2.5%,63.6%,73.3%,46.5%
1.12,7.5%,1.3%,53.8%,74.4%,67.6%
0.96,3.3%,2.4%,58.5%,76.4%,52.9%
1.00,5.6%,5.6%,66.2%,80.9%,62.5%
1.12,1.8%,2.7%,63.4%,69.0%,53.7%
0.87,11.3%,3.8%,65.0%,69.2%,46.4%
0.58,2.3%,5.7%,62.1%,68.5%,45.5%
0.61,8.2%,3.3%,50.8%,71.0%,63.3%
