DR,A%,DF%,1stIn,1st%,2nd%
0.68,3.1%,9.4%,56.3%,63.9%,35.7%
1.11,3.1%,5.2%,55.2%,62.3%,37.2%
0.62,7.1%,2.9%,52.9%,62.2%,39.4%
2.61,7.5%,5.0%,60.0%,83.3%,75.0%
0.90,7.0%,2.3%,68.6%,69.5%,51.9%
1.22,5.9%,3.5%,62.4%,79.2%,50.0%
1.47,10.3%,1.3%,53.8%,81.0%,55.6%
0.95,6.2%,1.5%,64.6%,73.8%,52.2%
1.09,5.8%,4.8%,59.6%,62.9%,54.8%
1.75,8.2%,0.0%,67.3%,78.8%,56.3%
0.41,8.1%,3.2%,67.7%,42.9%,50.0%
1.06,8.3%,2.4%,67.9%,70.2%,55.6%
1.71,3.4%,3.4%,67.2%,79.5%,57.9%
1.15,3.3%,4.4%,62.2%,69.6%,44.1%
0.52,4.8%,3.6%,59.5%,68.0%,47.1%
1.44,13.8%,2.1%,64.9%,80.3%,63.6%
0.78,4.9%,1.6%,72.1%,68.2%,41.2%
0.47,0.0%,1.6%,57.8%,48.6%,44.4%
2.05,13.5%,3.8%,73.1%,86.8%,57.1%
0.97,11.8%,2.9%,60.3%,58.5%,51.9%
1.03,1.3%,1.3%,71.1%,66.7%,59.1%
1.20,3.9%,0.0%,81.8%,54.0%,64.3%
0.73,6.5%,6.5%,48.4%,73.3%,43.8%
0.90,5.2%,2.6%,58.4%,68.9%,40.6%
1.11,6.4%,3.7%,56.9%,77.4%,42.6%
2.22,5.4%,0.0%,67.6%,76.0%,58.3%
0.91,4.7%,2.4%,63.5%,81.5%,45.2%
1.70,6.8%,5.5%,63.0%,87.0%,59.3%
0.96,15.2%,3.8%,72.2%,66.7%,59.1%
0.80,4.8%,15.9%,39.7%,72.0%,50.0%
0.50,2.1%,2.1%,58.3%,32.1%,40.0%
0.78,15.0%,5.0%,71.3%,70.2%,52.2%
0.71,3.0%,1.5%,70.1%,53.2%,55.0%
1.60,7.4%,7.4%,55.6%,70.0%,54.2%
2.52,2.7%,0.0%,59.5%,77.3%,73.3%
0.83,1.9%,5.8%,55.8%,62.1%,45.7%
0.50,4.1%,4.1%,65.3%,62.5%,41.2%
1.44,10.3%,1.7%,69.0%,85.0%,33.3%
1.43,5.2%,2.6%,63.6%,83.7%,57.1%
0.91,2.9%,3.8%,65.4%,54.4%,50.0%
1.29,4.3%,1.4%,61.4%,67.4%,44.4%
0.68,7.1%,5.7%,70.0%,67.3%,23.8%
0.73,8.0%,2.2%,67.9%,62.4%,50.0%
0.80,8.2%,4.9%,72.1%,72.7%,17.6%
1.55,10.2%,0.0%,65.3%,84.4%,58.8%
0.31,1.9%,11.3%,52.8%,57.1%,28.0%
1.30,3.9%,6.6%,61.8%,74.5%,48.3%
1.86,4.1%,4.1%,71.4%,74.3%,57.1%
0.93,8.4%,3.7%,68.2%,69.9%,47.1%
1.74,11.5%,5.1%,57.7%,84.4%,57.6%
1.26,7.4%,7.4%,59.3%,65.6%,54.5%
1.23,6.2%,3.1%,64.6%,76.2%,60.9%
1.48,7.4%,7.4%,61.1%,87.9%,42.9%
0.69,4.9%,2.4%,54.9%,60.0%,45.9%
1.72,8.8%,7.4%,70.6%,77.1%,55.0%
1.21,4.5%,7.6%,43.9%,75.9%,43.2%
1.13,17.3%,4.0%,64.0%,87.5%,48.1%
0.90,10.6%,3.5%,62.8%,76.1%,57.1%
1.46,8.6%,3.4%,65.5%,78.9%,70.0%
1.16,12.5%,3.1%,73.4%,80.9%,64.7%
1.74,12.3%,5.3%,61.4%,91.4%,72.7%
0.99,6.3%,8.9%,45.6%,63.9%,44.2%
1.39,4.0%,10.0%,46.0%,73.9%,59.3%
1.38,6.9%,8.6%,51.7%,76.7%,53.6%
0.70,1.7%,1.7%,62.1%,44.4%,40.9%
1.34,9.5%,3.2%,66.7%,69.0%,52.4%
1.37,4.7%,1.6%,70.3%,68.9%,63.2%
0.74,1.8%,3.6%,52.7%,55.2%,30.8%
1.48,10.2%,0.0%,66.1%,64.1%,80.0%
1.17,1.3%,6.3%,57.5%,60.9%,50.0%
1.49,3.8%,1.9%,63.5%,75.8%,57.9%
0.84,3.1%,3.8%,65.4%,60.0%,51.1%
1.55,16.4%,3.3%,65.6%,75.0%,57.1%
1.64,17.6%,5.9%,56.9%,89.7%,50.0%
1.19,11.1%,6.7%,61.1%,74.5%,45.7%
0.89,6.3%,3.1%,59.4%,57.9%,61.5%
1.54,12.7%,3.6%,58.2%,68.8%,60.9%
0.63,3.6%,1.8%,64.3%,58.3%,30.0%
1.71,0.0%,0.0%,71.2%,64.9%,53.3%
1.49,1.7%,3.4%,49.2%,82.8%,63.3%
0.87,1.0%,7.6%,57.1%,65.0%,53.3%
0.74,1.4%,1.4%,69.6%,60.4%,47.6%
0.87,7.1%,4.8%,65.1%,70.7%,36.4%
1.61,9.6%,0.0%,65.1%,75.9%,69.0%
1.02,5.7%,4.6%,60.9%,71.7%,50.0%
2.38,4.5%,0.0%,63.6%,78.6%,75.0%
0.72,5.3%,4.0%,62.3%,67.0%,47.4%
0.90,9.2%,1.3%,63.2%,87.5%,35.7%
1.28,9.1%,5.2%,59.7%,80.4%,54.8%
1.72,15.2%,0.0%,67.4%,74.2%,73.3%
1.09,1.0%,3.0%,71.0%,66.2%,51.7%
0.60,0.0%,0.0%,70.3%,51.9%,22.7%
0.70,10.0%,10.0%,57.5%,69.6%,29.4%
1.89,12.0%,10.0%,72.0%,86.1%,50.0%
1.20,7.1%,7.1%,56.6%,76.8%,55.8%
1.03,7.1%,2.0%,58.2%,73.7%,51.2%
1.33,6.9%,5.2%,53.4%,67.7%,51.9%
0.96,1.3%,2.6%,55.1%,58.1%,60.0%
1.05,4.7%,5.9%,65.9%,67.9%,44.8%
0.58,4.1%,10.2%,42.9%,66.7%,46.4%
1.98,14.6%,12.2%,56.1%,87.0%,55.6%
1.41,15.8%,1.8%,70.2%,85.0%,47.1%
2.01,16.3%,4.7%,69.8%,80.0%,69.2%
1.25,8.6%,4.3%,64.3%,75.6%,60.0%
1.41,3.2%,3.2%,71.0%,63.6%,66.7%
0.90,4.7%,2.3%,46.5%,65.0%,56.5%
0.33,4.7%,14.0%,60.5%,53.8%,23.5%
1.22,6.2%,6.2%,61.7%,72.0%,54.8%
0.82,3.4%,4.5%,58.4%,73.1%,51.4%
1.52,10.8%,1.5%,66.2%,76.7%,68.2%
0.66,7.2%,4.8%,54.2%,55.6%,42.1%
2.47,14.6%,4.9%,70.7%,82.8%,66.7%
2.50,2.3%,2.3%,81.4%,80.0%,75.0%
0.60,12.7%,3.6%,65.5%,69.4%,42.1%
0.80,2.6%,0.0%,65.4%,52.9%,40.7%
0.95,6.1%,4.3%,57.4%,74.2%,49.0%
0.80,13.7%,2.1%,65.3%,68.5%,48.5%
0.77,11.1%,1.9%,55.6%,60.0%,45.8%
0.82,9.1%,2.7%,66.4%,63.0%,54.1%
1.02,7.7%,1.0%,62.5%,69.2%,56.4%
0.86,6.1%,4.1%,67.3%,60.6%,31.3%
1.17,0.0%,2.7%,66.7%,68.0%,44.0%
1.38,2.6%,3.9%,64.9%,66.0%,66.7%
0.63,3.9%,3.9%,64.7%,42.4%,38.9%
1.42,9.1%,1.3%,63.6%,73.5%,64.3%
1.57,9.4%,1.9%,67.9%,80.6%,35.3%
0.65,1.8%,3.6%,48.2%,48.1%,37.9%
0.74,4.2%,5.9%,66.9%,62.0%,33.3%
1.23,6.8%,3.4%,59.0%,73.9%,60.4%
1.42,9.0%,1.3%,57.7%,82.2%,48.5%
0.73,5.3%,6.6%,64.5%,65.3%,44.4%
0.85,1.7%,0.0%,43.3%,65.4%,41.2%
1.00,2.4%,6.1%,59.8%,57.1%,60.6%
1.10,4.7%,3.1%,53.1%,64.7%,60.0%
1.95,6.8%,9.1%,54.5%,75.0%,60.0%
1.45,6.5%,6.5%,47.8%,77.3%,50.0%
1.50,5.0%,3.3%,53.3%,68.8%,71.4%
0.78,10.3%,5.1%,57.4%,73.1%,48.3%
0.81,3.5%,5.3%,59.6%,64.7%,39.1%
1.02,7.4%,8.8%,51.5%,65.7%,45.5%
0.52,1.7%,3.3%,61.7%,51.4%,43.5%
1.37,4.2%,2.8%,58.3%,66.7%,73.3%
2.00,6.7%,6.7%,57.8%,73.1%,78.9%
1.47,12.5%,3.8%,47.5%,73.7%,64.3%
0.72,3.6%,6.3%,66.1%,71.6%,42.1%
1.53,5.2%,2.1%,50.5%,79.6%,62.5%
0.68,2.8%,5.6%,62.5%,71.1%,33.3%
1.65,3.9%,7.8%,58.8%,66.7%,47.6%
1.28,6.4%,3.2%,55.3%,78.8%,45.2%
1.03,1.2%,4.8%,51.2%,65.1%,34.1%
1.03,4.9%,8.6%,51.9%,69.0%,43.6%
0.80,5.4%,3.3%,65.2%,63.3%,40.6%
1.45,7.4%,5.6%,64.8%,77.1%,47.4%
1.82,8.3%,4.2%,68.8%,81.8%,40.0%
0.95,2.2%,0.0%,65.2%,56.9%,48.4%
1.48,2.0%,5.9%,60.8%,71.0%,50.0%
1.26,5.1%,2.6%,62.8%,71.4%,51.7%
0.60,6.1%,7.6%,68.2%,46.7%,33.3%
1.28,5.1%,1.3%,56.4%,63.6%,58.8%
0.88,7.5%,5.7%,55.7%,69.5%,53.2%
1.49,10.9%,1.6%,59.4%,81.6%,53.8%
1.38,9.1%,0.0%,68.8%,75.5%,70.8%
1.25,10.8%,1.4%,66.2%,63.3%,72.0%
1.30,7.4%,2.1%,62.8%,83.1%,42.9%
0.51,3.5%,1.8%,59.6%,55.9%,43.5%
0.93,3.2%,3.2%,52.0%,69.2%,48.3%
1.92,8.7%,2.2%,65.2%,73.3%,75.0%
1.16,6.8%,4.1%,61.6%,80.0%,53.6%
1.72,12.0%,0.0%,76.0%,84.2%,25.0%
2.18,13.0%,2.2%,65.2%,86.7%,68.8%
1.29,1.3%,2.6%,65.8%,78.0%,53.8%
1.17,3.8%,1.3%,62.8%,81.6%,62.1%
0.82,1.5%,6.0%,58.2%,64.1%,25.0%
0.62,7.5%,6.3%,55.0%,72.7%,38.9%
1.63,6.0%,6.0%,48.0%,79.2%,53.8%
1.48,6.9%,1.7%,58.6%,85.3%,58.3%
0.89,0.0%,4.6%,55.4%,47.2%,41.4%
0.56,5.3%,3.5%,71.9%,68.3%,43.8%
1.35,4.1%,4.1%,63.5%,61.7%,55.6%
0.79,0.0%,7.7%,53.8%,66.7%,55.6%
0.70,5.3%,5.3%,62.7%,51.1%,42.9%
1.48,8.9%,7.1%,41.1%,65.2%,57.6%
1.26,9.0%,5.0%,59.0%,83.1%,51.2%
0.97,6.3%,3.2%,52.6%,76.0%,48.9%
0.55,2.1%,14.6%,47.9%,47.8%,36.0%
1.29,5.5%,8.2%,61.6%,71.1%,53.6%
1.29,1.5%,5.9%,55.9%,81.6%,43.3%
0.91,3.6%,2.4%,63.9%,66.0%,50.0%
1.27,7.7%,1.5%,72.3%,68.1%,55.6%
1.31,2.9%,7.4%,61.8%,78.6%,34.6%
2.07,6.4%,6.4%,68.1%,87.5%,60.0%
1.92,8.7%,6.5%,54.3%,80.0%,66.7%
0.71,5.9%,2.4%,55.3%,61.7%,63.2%
2.39,4.2%,2.1%,52.1%,88.0%,73.9%
0.74,5.7%,4.3%,52.9%,62.2%,45.5%
3.10,10.6%,6.4%,63.8%,96.7%,64.7%
1.54,15.8%,1.8%,70.2%,70.0%,64.7%
1.23,1.5%,1.5%,60.3%,70.7%,59.3%
1.10,8.3%,7.1%,59.5%,76.0%,52.9%
1.00,4.3%,5.4%,65.6%,65.6%,34.4%
1.46,7.6%,3.0%,66.7%,70.5%,68.2%
1.34,5.8%,2.9%,60.6%,77.8%,48.8%
0.80,8.0%,0.0%,76.0%,68.4%,16.7%
1.77,8.2%,4.1%,55.1%,81.5%,63.6%
1.22,6.2%,2.5%,67.9%,67.3%,53.8%
0.75,11.3%,3.2%,56.5%,68.6%,48.1%
0.93,5.3%,1.5%,72.2%,58.3%,62.2%
1.76,7.8%,2.0%,66.7%,76.5%,58.8%
1.16,2.4%,2.4%,57.3%,68.1%,45.7%
1.30,8.0%,2.3%,59.8%,69.2%,48.6%
0.85,2.9%,5.8%,53.6%,56.8%,62.5%
1.72,2.1%,4.3%,59.6%,75.0%,78.9%
1.14,4.0%,5.3%,66.7%,68.0%,40.0%
0.44,12.0%,6.0%,64.0%,56.3%,33.3%
1.29,5.8%,4.3%,59.4%,70.7%,50.0%
1.23,11.8%,5.9%,49.4%,88.1%,51.2%
1.27,3.6%,2.4%,61.4%,70.6%,75.0%
1.49,14.5%,0.0%,74.5%,75.6%,57.1%
0.77,6.9%,2.3%,67.8%,67.8%,57.1%
0.89,0.0%,5.5%,60.4%,58.2%,30.6%
1.48,5.4%,7.1%,53.6%,80.0%,53.8%
3.31,17.2%,0.0%,72.4%,85.7%,75.0%
0.75,5.6%,1.1%,55.6%,58.0%,47.5%
1.22,12.8%,3.2%,67.0%,71.4%,51.6%
1.45,14.9%,4.5%,61.2%,75.6%,57.7%
0.90,4.8%,4.8%,63.1%,58.5%,35.5%
1.49,4.0%,4.0%,56.0%,92.9%,36.4%
1.52,5.4%,0.0%,69.6%,66.7%,82.4%
1.43,7.3%,5.5%,61.8%,85.3%,52.4%
0.68,2.0%,6.1%,40.8%,75.0%,51.7%
1.37,6.5%,11.3%,50.0%,83.9%,48.4%
2.06,14.9%,0.0%,57.4%,88.9%,65.0%
0.65,7.5%,13.2%,43.4%,69.6%,36.7%
0.51,8.4%,3.6%,56.6%,61.7%,44.4%
1.36,6.0%,4.8%,56.6%,78.7%,58.3%
1.16,10.8%,1.1%,64.5%,66.7%,54.5%
1.28,3.1%,1.6%,60.9%,64.1%,40.0%
1.74,3.9%,0.0%,66.7%,82.4%,58.8%
0.96,6.5%,9.3%,51.4%,70.9%,48.1%
0.88,6.8%,4.9%,59.2%,68.9%,47.6%
1.52,3.6%,1.8%,53.6%,80.0%,57.7%
0.80,2.4%,7.2%,54.2%,48.9%,47.4%
1.08,11.0%,4.4%,53.8%,63.3%,57.1%
0.77,9.2%,7.9%,47.4%,75.0%,50.0%
1.54,8.5%,2.8%,60.6%,74.4%,64.3%
0.60,1.7%,3.3%,56.7%,52.9%,38.5%
1.69,10.2%,0.0%,67.3%,75.8%,62.5%
1.19,8.0%,2.3%,60.2%,60.4%,54.3%
1.06,2.8%,4.2%,65.3%,72.3%,56.0%
1.61,12.5%,4.2%,66.7%,75.0%,62.5%
0.69,1.6%,3.3%,55.7%,64.7%,48.1%
1.95,2.2%,4.3%,67.4%,83.9%,53.3%
1.16,5.2%,2.1%,56.7%,67.3%,47.6%
1.44,1.8%,3.6%,46.4%,73.1%,53.3%
0.83,9.5%,5.4%,63.5%,80.9%,48.1%
0.93,5.4%,6.5%,53.8%,72.0%,39.5%
1.02,6.1%,4.1%,57.1%,66.1%,50.0%
1.89,6.8%,2.3%,54.5%,83.3%,55.0%
0.66,1.8%,5.5%,60.0%,42.4%,27.3%
0.88,8.0%,2.3%,66.7%,72.4%,37.9%
1.21,6.3%,1.6%,50.8%,62.5%,61.3%
1.84,13.7%,0.0%,56.9%,82.8%,63.6%
1.39,1.9%,5.8%,57.7%,66.7%,63.6%
1.75,8.3%,0.0%,62.5%,76.7%,55.6%
0.81,3.5%,8.2%,60.0%,58.8%,38.2%
3.09,2.9%,0.0%,55.9%,84.2%,80.0%
1.17,3.1%,6.3%,61.5%,67.8%,48.6%
1.68,10.8%,1.5%,67.7%,77.3%,81.0%
1.51,3.8%,3.8%,65.4%,70.6%,38.9%
0.81,8.5%,7.0%,70.4%,58.0%,42.9%
0.85,3.5%,3.5%,49.1%,67.9%,55.2%
0.90,8.4%,5.6%,57.9%,66.1%,40.0%
0.98,5.0%,3.0%,56.4%,68.4%,50.0%
0.93,4.5%,6.8%,61.4%,55.6%,52.9%
0.84,4.7%,4.7%,67.2%,60.5%,38.1%
0.96,11.3%,4.2%,53.5%,65.8%,54.5%
1.53,0.0%,3.6%,53.6%,70.0%,76.9%
0.50,3.3%,8.2%,59.0%,55.6%,48.0%
1.21,8.7%,1.4%,71.0%,75.5%,45.0%
1.69,10.2%,0.0%,73.5%,83.3%,53.8%
0.74,4.8%,6.3%,65.1%,75.6%,36.4%
1.14,6.3%,4.8%,50.8%,75.0%,41.9%
0.49,0.0%,1.9%,56.6%,56.7%,56.5%
1.33,9.1%,6.1%,53.0%,77.1%,58.1%
1.11,10.2%,3.1%,63.3%,79.0%,61.1%
0.41,5.6%,4.2%,64.8%,67.4%,44.0%
1.41,5.4%,5.4%,60.7%,76.5%,59.1%
2.38,13.6%,0.0%,61.4%,81.5%,82.4%
0.36,0.0%,3.4%,58.6%,44.1%,58.3%
1.20,7.7%,5.5%,59.3%,63.0%,59.5%
1.72,3.9%,5.9%,66.7%,67.6%,52.9%
1.54,6.1%,1.2%,53.7%,79.5%,68.4%
0.79,9.0%,7.5%,53.7%,72.2%,41.9%
0.96,4.1%,2.0%,63.3%,69.4%,63.9%
0.32,0.0%,9.3%,51.9%,50.0%,30.8%
0.90,8.3%,1.4%,50.0%,63.9%,50.0%
0.78,1.7%,8.3%,43.3%,61.5%,32.4%
0.75,2.1%,4.2%,56.3%,55.6%,42.9%
0.43,0.0%,4.0%,68.0%,50.0%,31.3%
1.08,4.1%,2.5%,63.6%,68.8%,52.3%
1.82,5.6%,3.7%,61.1%,90.9%,61.9%
1.28,6.0%,4.8%,65.1%,63.0%,65.5%
0.74,6.5%,4.3%,61.3%,63.2%,41.7%
1.04,4.6%,2.8%,66.1%,65.3%,54.1%
1.30,1.7%,3.4%,64.4%,76.3%,57.1%
1.12,15.4%,6.6%,58.2%,66.0%,55.3%
0.83,8.7%,10.7%,45.6%,74.5%,33.9%
1.39,10.0%,0.0%,55.0%,84.8%,59.3%
1.84,7.7%,3.8%,57.7%,70.0%,63.6%
0.90,3.7%,3.7%,66.7%,58.3%,52.8%
1.03,6.7%,4.0%,60.0%,75.6%,63.3%
1.27,6.5%,7.8%,62.3%,77.1%,51.7%
1.13,12.4%,4.5%,64.0%,75.4%,53.1%
1.34,10.1%,3.8%,58.2%,78.3%,54.5%
0.95,3.0%,6.1%,59.1%,69.2%,40.7%
1.13,1.2%,2.4%,65.5%,63.6%,62.1%
1.18,7.1%,3.6%,67.0%,65.3%,67.6%
2.79,8.5%,0.0%,76.6%,83.3%,81.8%
1.60,0.0%,0.0%,64.9%,75.7%,75.0%
1.47,9.2%,2.3%,65.5%,77.2%,56.7%
0.80,1.2%,2.3%,62.8%,50.0%,46.9%
1.86,5.3%,2.6%,68.4%,80.8%,50.0%
0.82,4.3%,7.2%,66.7%,69.6%,39.1%
1.19,0.0%,1.4%,65.3%,68.1%,52.0%
1.35,2.7%,1.4%,60.8%,68.9%,62.1%
0.91,2.0%,3.0%,70.7%,65.7%,58.6%
0.71,5.0%,7.0%,58.0%,72.4%,38.1%
1.06,3.9%,1.3%,68.8%,67.9%,33.3%
2.39,20.0%,5.0%,75.0%,86.7%,60.0%
1.15,1.3%,1.3%,62.5%,74.0%,53.3%
1.09,4.3%,7.4%,55.3%,59.6%,57.1%
1.33,7.3%,5.5%,60.0%,66.7%,54.5%
0.92,7.1%,6.3%,53.6%,76.7%,50.0%
0.41,8.6%,6.9%,69.0%,72.5%,16.7%
1.20,3.0%,3.0%,65.7%,65.9%,43.5%
0.69,6.0%,6.0%,55.0%,63.6%,46.7%
1.13,5.3%,5.3%,56.0%,66.7%,57.6%
0.64,6.5%,6.5%,58.7%,48.1%,26.3%
1.70,0.0%,8.2%,59.2%,86.2%,55.0%
0.96,6.4%,1.8%,59.6%,72.3%,47.7%
0.79,1.6%,4.7%,67.2%,60.5%,52.4%
1.26,3.1%,4.1%,67.0%,64.6%,43.8%
1.77,9.5%,0.0%,66.7%,75.0%,57.1%
1.04,3.1%,4.2%,67.7%,72.3%,67.7%
1.87,9.3%,1.9%,70.4%,89.5%,50.0%
2.19,15.2%,2.2%,76.1%,80.0%,63.6%
0.97,7.8%,6.0%,62.1%,68.1%,40.9%
1.00,7.9%,7.9%,51.7%,78.3%,44.2%
1.31,5.3%,3.9%,65.8%,76.0%,46.2%
0.95,2.5%,2.5%,64.6%,66.7%,46.4%
1.13,2.7%,4.5%,56.3%,66.7%,55.1%
1.43,5.7%,9.2%,58.6%,74.5%,61.1%
0.38,4.1%,4.1%,73.5%,61.1%,30.8%
1.61,3.3%,0.0%,65.0%,79.5%,76.2%
1.39,6.8%,0.0%,67.8%,77.5%,63.2%
1.80,16.0%,2.0%,58.0%,86.2%,42.9%
1.20,5.7%,3.8%,71.7%,63.2%,66.7%
0.73,1.4%,1.4%,52.1%,48.6%,50.0%
1.26,3.9%,4.9%,66.0%,72.1%,42.9%
1.19,3.8%,3.8%,63.5%,66.7%,55.3%
0.84,5.6%,1.4%,60.6%,55.8%,35.7%
0.62,4.5%,10.4%,55.2%,59.5%,43.3%
1.31,3.5%,8.8%,68.4%,74.4%,38.9%
0.85,12.0%,8.0%,54.0%,72.2%,47.8%
1.11,8.8%,5.5%,62.6%,75.4%,41.2%
1.28,10.9%,3.1%,60.9%,66.7%,56.0%
0.70,1.9%,3.8%,67.9%,69.4%,50.0%
0.69,5.4%,5.4%,71.4%,62.5%,25.0%
1.37,8.0%,4.0%,64.0%,76.6%,52.8%
0.64,2.8%,5.6%,57.7%,70.7%,53.3%
2.32,2.3%,4.7%,62.8%,81.5%,68.8%
1.78,6.4%,6.4%,66.0%,77.4%,62.5%
1.68,10.0%,2.0%,76.0%,76.3%,58.3%
0.88,6.0%,3.3%,65.2%,68.3%,45.3%
0.92,1.1%,4.3%,62.0%,63.2%,51.4%
1.24,5.6%,1.4%,59.2%,66.7%,62.1%
0.95,5.7%,2.9%,64.8%,67.6%,37.8%
0.83,4.1%,10.2%,57.1%,66.1%,42.9%
1.08,11.9%,7.5%,47.8%,75.0%,57.1%
0.98,5.7%,3.4%,52.3%,65.2%,45.2%
0.73,3.8%,3.8%,56.6%,60.0%,52.2%
1.85,10.0%,2.0%,56.0%,82.1%,59.1%
1.04,7.5%,10.4%,54.7%,74.1%,43.8%
1.24,10.3%,10.3%,54.0%,85.1%,50.0%
1.41,4.5%,7.6%,53.0%,71.4%,64.5%
1.09,14.0%,7.0%,56.0%,73.2%,47.7%
1.71,10.7%,7.1%,60.7%,88.2%,50.0%
0.28,3.9%,7.8%,60.8%,61.3%,35.0%
0.84,3.4%,8.0%,58.0%,58.8%,54.1%
0.79,5.5%,4.1%,53.4%,84.6%,47.1%
0.95,10.0%,2.7%,68.2%,68.0%,48.6%
0.67,4.8%,9.5%,64.3%,55.6%,40.0%
2.00,6.0%,2.0%,52.0%,80.8%,70.8%
0.76,1.7%,5.2%,48.3%,67.9%,46.7%
0.60,9.3%,1.9%,70.4%,50.0%,31.3%
0.58,11.7%,4.3%,53.2%,68.0%,40.9%
0.75,5.8%,8.7%,67.3%,67.1%,50.0%
0.82,7.7%,7.7%,64.8%,69.5%,46.9%
1.11,8.8%,12.7%,51.0%,84.6%,52.0%
1.80,10.9%,3.6%,43.6%,87.5%,64.5%
1.63,14.5%,5.8%,47.8%,78.8%,77.8%
1.11,6.7%,13.5%,54.8%,77.2%,51.1%
1.36,7.8%,10.9%,43.8%,85.7%,47.2%
1.04,4.7%,8.1%,51.2%,77.3%,47.6%
1.20,11.3%,8.8%,52.5%,78.6%,44.7%
1.11,11.3%,4.7%,64.2%,67.6%,50.0%
0.87,7.4%,3.7%,66.7%,72.2%,48.1%
1.42,8.2%,8.2%,57.5%,83.3%,51.6%
1.42,11.7%,1.7%,66.7%,80.0%,40.0%
0.95,1.6%,7.2%,60.0%,66.7%,40.0%
1.56,3.0%,3.0%,53.0%,80.0%,58.1%
1.19,10.5%,5.8%,62.8%,68.5%,53.1%
1.27,7.4%,5.3%,54.3%,76.5%,53.5%
1.16,9.1%,6.8%,55.7%,69.4%,51.3%
1.24,1.6%,8.2%,57.4%,85.7%,30.8%
1.48,8.3%,8.3%,47.9%,65.2%,64.0%
1.48,3.5%,7.1%,45.9%,79.5%,67.4%
1.33,8.5%,7.3%,58.5%,75.0%,67.6%
0.78,5.1%,6.3%,55.7%,75.0%,51.4%
1.85,18.4%,8.2%,59.2%,86.2%,75.0%
1.29,6.9%,6.9%,63.9%,76.1%,61.5%
0.74,2.5%,6.3%,65.0%,57.7%,50.0%
1.21,4.4%,5.9%,54.4%,75.7%,48.4%
1.65,2.1%,8.3%,45.8%,68.2%,65.4%
