DR,A%,DF%,1stIn,1st%,2nd%
1.05,7.8%,2.9%,60.2%,67.7%,63.4%
1.73,7.0%,8.8%,64.9%,89.2%,40.0%
0.85,7.3%,6.1%,52.4%,72.1%,41.0%
1.03,11.8%,9.7%,54.8%,78.4%,33.3%
1.14,4.9%,6.1%,58.5%,68.8%,44.1%
1.13,7.1%,6.0%,56.0%,74.5%,45.9%
1.04,11.6%,3.6%,65.2%,75.3%,46.2%
1.28,15.0%,1.0%,68.0%,77.9%,56.3%
1.52,11.4%,5.1%,64.6%,74.5%,64.3%
1.85,28.6%,0.0%,69.4%,79.4%,86.7%
1.92,12.5%,5.0%,65.0%,80.8%,42.9%
0.77,2.9%,1.4%,62.9%,56.8%,34.6%
1.64,1.8%,3.5%,63.2%,75.0%,66.7%
1.30,13.6%,5.1%,55.9%,81.8%,46.2%
0.62,7.6%,5.4%,67.4%,67.7%,33.3%
0.82,1.5%,7.7%,46.2%,63.3%,37.1%
1.66,5.8%,1.9%,55.8%,82.8%,52.2%
0.82,5.4%,0.0%,62.2%,63.0%,50.0%
0.90,7.7%,5.1%,75.6%,61.0%,31.6%
0.85,1.4%,4.1%,54.1%,65.0%,47.1%
0.68,1.9%,7.4%,48.1%,57.7%,53.6%
1.44,7.0%,1.8%,61.4%,68.6%,54.5%
1.33,6.3%,7.9%,58.7%,81.1%,53.8%
1.32,10.8%,3.1%,53.8%,77.1%,53.3%
0.96,10.1%,1.3%,54.4%,74.4%,41.7%
1.72,8.0%,8.0%,60.0%,86.7%,50.0%
0.77,12.3%,4.1%,54.8%,55.0%,45.5%
1.99,7.3%,7.3%,39.0%,87.5%,60.0%
0.63,1.3%,9.2%,55.3%,71.4%,41.2%
0.81,2.2%,3.2%,58.1%,64.8%,38.5%
0.91,8.4%,6.0%,68.7%,61.4%,46.2%
1.62,12.0%,0.0%,62.0%,74.2%,68.4%
0.67,4.4%,1.5%,63.2%,65.1%,36.0%
2.32,11.1%,2.2%,66.7%,90.0%,60.0%
1.56,15.7%,2.0%,74.5%,71.1%,76.9%
0.60,3.0%,4.5%,65.2%,60.5%,43.5%
1.22,12.8%,2.6%,69.2%,81.5%,41.7%
1.60,3.7%,1.9%,59.3%,78.1%,45.5%
0.73,4.9%,8.2%,44.3%,81.5%,41.2%
1.18,12.5%,5.0%,56.3%,68.9%,42.9%
1.29,8.5%,4.2%,59.2%,66.7%,55.2%
1.24,9.2%,5.7%,63.2%,72.7%,56.3%
0.79,1.7%,3.4%,55.9%,63.6%,23.1%
0.95,7.2%,0.0%,63.9%,66.0%,46.7%
0.66,2.7%,0.0%,71.6%,58.5%,71.4%
1.41,6.2%,1.5%,63.1%,61.0%,70.8%
1.51,4.8%,4.8%,54.8%,73.5%,64.3%
0.84,6.4%,7.4%,57.4%,68.5%,45.0%
2.39,7.0%,2.3%,65.1%,75.0%,86.7%
1.28,9.1%,3.9%,54.5%,76.2%,60.0%
0.76,4.5%,4.5%,68.7%,58.7%,38.1%
0.73,1.8%,1.8%,56.4%,58.1%,41.7%
0.66,4.9%,0.0%,55.7%,55.9%,40.7%
1.22,4.5%,0.0%,60.6%,67.5%,61.5%
0.81,3.6%,9.1%,56.4%,58.1%,58.3%
0.79,7.7%,2.2%,54.9%,78.0%,41.5%
0.91,1.4%,4.1%,58.9%,62.8%,36.7%
0.83,0.0%,5.3%,56.1%,62.5%,48.0%
1.27,3.9%,5.3%,67.1%,68.6%,60.0%
1.22,7.5%,8.6%,58.1%,74.1%,46.2%
0.78,14.5%,5.5%,60.0%,72.7%,45.5%
1.21,6.2%,3.7%,61.7%,72.0%,51.6%
1.19,14.4%,2.1%,59.8%,70.7%,51.3%
1.36,20.0%,9.1%,54.5%,86.7%,52.0%
0.74,7.6%,4.5%,54.5%,72.2%,50.0%
1.13,14.3%,1.4%,65.7%,76.1%,70.8%
0.95,4.1%,4.1%,72.2%,62.9%,33.3%
1.17,0.0%,1.2%,70.6%,73.3%,44.0%
1.01,4.5%,2.2%,66.3%,71.2%,46.7%
1.10,3.0%,4.5%,71.2%,63.8%,42.1%
1.69,2.0%,2.0%,58.0%,82.8%,57.1%
1.26,4.3%,10.0%,58.6%,73.2%,48.3%
2.32,7.7%,2.6%,53.8%,85.7%,61.1%
0.81,6.7%,4.0%,69.3%,63.5%,47.8%
0.84,3.7%,3.7%,64.2%,73.1%,44.8%
1.56,6.4%,0.0%,66.0%,71.0%,56.3%
0.64,4.8%,4.8%,58.1%,69.4%,42.3%
1.49,5.5%,1.8%,69.1%,65.8%,76.5%
0.79,1.1%,2.3%,50.6%,61.4%,46.5%
2.18,0.0%,0.0%,61.9%,84.6%,62.5%
0.86,5.1%,3.8%,55.1%,67.4%,45.7%
0.76,3.5%,3.5%,68.4%,48.7%,44.4%
0.57,3.6%,1.2%,61.4%,72.5%,50.0%
0.63,1.8%,0.0%,60.0%,60.6%,36.4%
0.81,2.3%,4.7%,59.3%,51.0%,57.1%
2.08,10.2%,2.0%,71.4%,80.0%,57.1%
0.86,6.5%,2.2%,56.5%,65.4%,60.0%
1.07,5.8%,2.9%,62.1%,70.3%,41.0%
1.63,11.3%,0.0%,75.5%,72.5%,76.9%
0.76,5.1%,3.1%,58.2%,66.7%,39.0%
0.50,4.1%,0.0%,57.1%,67.9%,33.3%
1.21,6.8%,2.7%,62.2%,71.7%,60.7%
0.50,7.1%,7.1%,40.5%,70.6%,40.0%
0.69,8.2%,9.8%,47.5%,62.1%,40.6%
0.86,3.6%,2.2%,54.0%,75.7%,47.6%
0.72,17.4%,7.0%,62.8%,75.9%,43.8%
0.82,3.3%,0.8%,48.4%,57.6%,55.6%
0.40,2.7%,6.8%,52.7%,61.5%,54.3%
1.01,5.4%,2.7%,55.0%,70.5%,56.0%
0.77,5.2%,6.3%,63.5%,73.8%,45.7%
2.02,5.3%,0.0%,73.7%,78.6%,40.0%
0.87,7.3%,5.2%,64.6%,74.2%,52.9%
2.09,2.5%,10.0%,55.0%,81.8%,61.1%
0.63,3.5%,2.3%,54.7%,70.2%,48.7%
0.80,3.2%,3.2%,57.0%,79.2%,50.0%
1.15,11.2%,6.7%,59.6%,81.1%,47.2%
0.67,4.6%,9.2%,56.9%,86.5%,35.7%
0.99,5.8%,2.3%,59.3%,66.7%,60.0%
1.23,11.7%,10.0%,51.7%,83.9%,51.7%
1.11,10.3%,5.9%,51.5%,80.0%,54.5%
0.42,4.3%,0.0%,50.0%,60.9%,47.8%
1.30,8.2%,1.4%,69.9%,76.5%,63.6%
1.32,8.2%,5.9%,63.5%,81.5%,51.6%
1.02,2.5%,0.8%,68.1%,61.7%,47.4%
