DR,A%,DF%,1stIn,1st%,2nd%
0.61,10.9%,3.1%,70.3%,57.8%,31.6%
0.98,6.5%,4.7%,57.0%,77.0%,54.3%
1.11,3.8%,2.6%,60.3%,63.8%,48.4%
1.96,8.0%,2.0%,52.0%,80.8%,66.7%
0.62,2.5%,2.5%,56.3%,66.7%,28.6%
1.15,4.8%,0.8%,66.7%,73.8%,61.9%
0.89,4.9%,1.2%,63.0%,82.4%,36.7%
1.05,3.0%,0.0%,59.4%,75.0%,53.7%
1.10,4.5%,1.5%,72.7%,68.8%,55.6%
1.03,1.9%,0.0%,71.4%,57.3%,60.0%
1.29,3.7%,3.7%,46.3%,56.0%,62.1%
1.54,14.8%,0.0%,66.7%,77.8%,55.6%
0.96,2.4%,2.4%,63.1%,62.3%,48.4%
1.83,7.7%,1.9%,69.2%,77.8%,68.8%
1.15,3.9%,5.3%,55.3%,66.7%,47.1%
1.06,3.8%,1.0%,65.7%,69.6%,55.6%
1.63,8.5%,1.7%,59.3%,80.0%,58.3%
1.40,6.4%,2.1%,51.1%,75.0%,65.2%
1.05,7.4%,3.3%,65.3%,69.6%,42.9%
1.08,6.2%,1.0%,60.8%,72.9%,52.6%
0.91,5.6%,5.6%,55.6%,64.0%,47.5%
0.67,7.7%,6.2%,53.8%,74.3%,30.0%
1.22,1.8%,5.3%,54.4%,74.2%,61.5%
0.92,8.7%,2.2%,58.7%,79.6%,52.6%
1.03,5.7%,1.6%,54.9%,77.6%,60.0%
1.41,7.6%,1.5%,51.5%,76.5%,59.4%
0.75,3.8%,7.5%,57.5%,67.4%,29.4%
1.42,11.7%,8.3%,55.0%,75.8%,59.3%
0.92,0.0%,1.3%,62.3%,68.8%,34.5%
1.04,0.0%,5.0%,66.3%,62.7%,44.1%
0.82,1.3%,3.9%,57.1%,56.8%,42.4%
1.64,7.8%,5.9%,60.8%,77.4%,55.0%
0.57,3.6%,3.6%,61.4%,51.0%,37.5%
0.71,13.6%,0.0%,60.6%,60.0%,50.0%
1.54,12.8%,2.1%,57.4%,74.1%,60.0%
0.47,8.5%,10.2%,55.9%,66.7%,42.3%
0.94,10.7%,4.0%,64.0%,77.1%,44.4%
1.29,5.4%,5.4%,55.4%,77.4%,52.0%
0.88,4.3%,4.3%,57.6%,83.0%,43.6%
0.97,1.1%,4.2%,68.4%,53.8%,56.7%
1.58,5.7%,1.9%,62.3%,75.8%,65.0%
1.50,1.3%,5.1%,60.3%,78.7%,48.4%
1.18,5.7%,1.1%,58.0%,74.5%,64.9%
1.17,3.8%,7.5%,56.6%,75.0%,45.7%
1.87,4.5%,4.5%,54.5%,83.3%,55.0%
2.12,8.9%,0.0%,64.4%,72.4%,75.0%
2.08,4.7%,2.3%,69.8%,66.7%,84.6%
2.19,8.0%,0.0%,66.0%,78.8%,88.2%
2.30,10.8%,0.0%,54.1%,80.0%,70.6%
2.08,2.2%,2.2%,52.2%,95.8%,63.6%
1.37,2.9%,1.4%,54.3%,73.7%,50.0%
1.07,16.5%,6.4%,57.8%,74.6%,56.5%
3.44,0.0%,2.7%,73.0%,81.5%,80.0%
1.06,5.7%,4.3%,60.0%,66.7%,67.9%
1.07,2.6%,2.6%,76.3%,67.2%,44.4%
1.40,4.9%,3.3%,67.2%,68.3%,50.0%
0.78,4.8%,7.1%,50.0%,59.5%,40.5%
1.19,7.8%,3.1%,57.8%,70.3%,40.7%
1.59,9.8%,5.9%,51.0%,80.8%,64.0%
1.73,12.7%,3.6%,54.5%,80.0%,76.0%
1.04,5.1%,2.5%,62.0%,79.6%,50.0%
0.84,9.7%,8.3%,48.6%,62.9%,51.4%
0.82,13.8%,5.0%,58.8%,66.0%,51.5%
1.23,2.7%,7.2%,60.4%,61.2%,54.5%
0.83,2.5%,6.3%,60.0%,62.5%,46.9%
1.16,3.0%,4.0%,65.0%,73.8%,42.9%
0.90,9.7%,3.9%,61.2%,69.8%,47.5%
0.69,3.7%,5.6%,57.4%,74.2%,47.8%
1.52,5.2%,5.2%,53.4%,64.5%,55.6%
1.39,3.2%,4.8%,58.1%,66.7%,57.7%
1.00,5.7%,7.1%,61.4%,72.1%,55.6%
1.04,6.5%,5.6%,51.9%,67.9%,48.1%
1.25,3.6%,5.4%,53.6%,66.7%,50.0%
0.79,9.2%,1.1%,56.3%,69.4%,47.4%
0.94,4.1%,5.1%,58.2%,66.7%,48.8%
1.40,5.6%,4.2%,53.5%,63.2%,60.6%
1.04,2.6%,3.8%,53.8%,73.8%,44.4%
1.26,1.3%,7.6%,53.2%,69.0%,56.8%
0.74,7.8%,7.8%,64.1%,58.5%,56.5%
1.47,11.1%,4.2%,59.7%,79.1%,55.2%
0.68,6.2%,6.2%,50.8%,60.6%,37.5%
1.48,13.3%,6.7%,57.8%,76.9%,47.4%
2.01,8.9%,2.2%,66.7%,80.0%,66.7%
0.56,0.0%,9.7%,54.8%,29.4%,28.6%
0.99,1.9%,7.4%,53.7%,63.8%,52.0%
0.82,2.5%,2.5%,53.1%,58.1%,44.7%
0.45,12.5%,6.3%,60.4%,62.1%,31.6%
1.45,6.2%,3.1%,67.7%,88.6%,71.4%
1.08,6.6%,2.2%,63.7%,75.9%,51.5%
1.08,9.5%,1.9%,58.1%,68.9%,56.8%
0.88,0.0%,5.8%,66.0%,57.4%,25.7%
1.13,0.0%,4.8%,59.6%,71.0%,40.5%
0.62,5.4%,8.9%,51.8%,65.5%,18.5%
1.75,11.1%,4.8%,65.1%,85.4%,45.5%
1.16,1.3%,3.8%,70.5%,72.7%,52.2%
0.83,16.7%,10.4%,58.3%,75.0%,30.0%
1.31,11.7%,9.1%,61.0%,76.6%,46.7%
0.99,8.1%,7.0%,48.8%,78.6%,54.5%
1.40,7.3%,3.6%,70.9%,76.9%,43.8%
0.59,4.9%,8.2%,50.8%,54.8%,43.3%
0.93,1.4%,1.4%,63.4%,68.9%,61.5%
1.13,5.8%,4.8%,60.6%,76.2%,43.9%
1.67,5.0%,5.0%,67.5%,85.2%,38.5%
1.54,0.0%,10.6%,70.2%,75.8%,50.0%
1.61,3.6%,5.5%,54.5%,80.0%,60.0%
1.74,7.5%,3.8%,66.0%,82.9%,55.6%
1.37,6.8%,4.1%,74.3%,80.0%,52.6%
0.72,2.7%,2.7%,68.9%,62.7%,56.5%
1.32,5.0%,1.0%,52.0%,73.1%,66.7%
0.94,8.2%,4.1%,64.4%,63.8%,65.4%
1.13,5.0%,6.9%,49.5%,72.0%,49.0%
0.81,4.8%,8.3%,56.0%,66.0%,43.2%
1.10,14.6%,4.2%,52.1%,80.0%,47.8%
1.29,17.8%,6.8%,45.2%,75.8%,62.5%
0.53,2.0%,9.8%,52.9%,59.3%,45.8%
0.82,10.0%,6.7%,66.7%,62.5%,55.0%
0.65,5.0%,13.3%,53.3%,68.8%,39.3%
1.67,8.7%,8.7%,56.5%,84.6%,50.0%
2.16,9.8%,0.0%,65.9%,77.8%,71.4%
0.83,4.0%,11.3%,54.0%,76.1%,49.1%
0.66,2.9%,10.1%,60.9%,61.9%,33.3%
0.53,4.8%,11.9%,57.1%,41.7%,27.8%
0.70,5.2%,5.2%,56.5%,70.8%,56.0%
0.64,0.0%,4.5%,56.7%,73.7%,37.9%
0.74,8.9%,6.7%,57.8%,57.7%,63.2%
1.43,3.5%,1.8%,59.6%,76.5%,60.9%
0.81,3.5%,2.3%,60.5%,63.5%,38.2%
1.33,10.9%,5.5%,61.8%,79.4%,47.6%
0.59,4.3%,4.3%,60.0%,52.4%,50.0%
1.05,8.5%,3.7%,57.3%,66.0%,57.1%
0.82,3.6%,4.5%,56.4%,61.3%,50.0%
1.46,9.4%,4.7%,62.4%,60.4%,68.8%
0.91,11.2%,5.6%,57.5%,73.8%,40.8%
0.89,8.0%,4.5%,55.7%,69.4%,41.0%
1.07,2.3%,5.5%,57.8%,62.2%,42.6%
0.75,3.4%,6.9%,53.4%,58.1%,33.3%
1.45,4.1%,6.1%,55.1%,77.8%,45.5%
0.89,7.1%,8.2%,58.8%,70.0%,37.1%
1.38,5.7%,3.8%,58.1%,70.5%,52.3%
0.89,12.2%,6.1%,50.0%,75.5%,40.8%
1.24,2.8%,8.5%,56.3%,82.5%,51.6%
1.17,5.8%,6.7%,53.3%,67.2%,57.1%
1.33,9.2%,1.3%,55.3%,71.4%,55.9%
0.72,9.1%,5.5%,60.0%,66.7%,40.9%
0.91,5.0%,3.0%,53.5%,75.9%,46.8%
2.53,6.7%,0.0%,62.2%,82.1%,82.4%
0.58,0.0%,5.2%,69.0%,65.0%,16.7%
1.02,8.0%,1.0%,60.0%,70.0%,60.0%
1.25,2.0%,0.0%,72.0%,66.7%,57.1%
1.12,5.0%,5.0%,59.4%,75.0%,48.8%
0.75,4.5%,3.0%,60.6%,52.5%,34.6%
1.08,3.2%,3.2%,64.9%,73.8%,60.6%
2.21,12.2%,2.4%,68.3%,85.7%,61.5%
2.15,2.3%,4.5%,63.6%,85.7%,75.0%
1.42,4.7%,1.6%,65.6%,78.6%,50.0%
1.03,2.9%,3.9%,61.2%,54.0%,62.5%
0.60,5.8%,5.8%,57.7%,60.0%,31.8%
0.89,1.1%,4.4%,53.8%,67.3%,33.3%
1.45,4.6%,3.1%,56.9%,70.3%,71.4%
0.85,5.4%,1.8%,55.9%,69.4%,44.9%
0.96,3.0%,7.6%,48.5%,75.0%,52.9%
0.93,3.4%,1.7%,57.3%,79.1%,38.0%
1.60,1.9%,1.9%,64.2%,88.2%,57.9%
0.51,2.0%,6.0%,52.0%,53.8%,20.8%
0.66,2.6%,6.6%,50.0%,55.3%,36.8%
0.80,5.7%,9.4%,54.7%,65.5%,45.8%
0.62,2.8%,5.6%,47.9%,61.8%,48.6%
0.78,2.2%,1.1%,59.8%,63.6%,48.6%
1.02,1.6%,1.6%,61.9%,59.0%,54.2%
0.81,6.4%,7.3%,56.0%,72.1%,47.9%
1.56,4.1%,4.1%,61.2%,66.7%,78.9%
0.75,2.0%,8.2%,53.1%,50.0%,39.1%
1.04,0.0%,2.4%,60.7%,64.7%,51.5%
3.55,3.0%,0.0%,66.7%,81.8%,90.9%
0.67,2.8%,2.8%,66.7%,64.6%,45.8%
1.00,0.0%,3.9%,53.9%,65.5%,42.6%
0.86,3.6%,9.6%,55.4%,56.5%,37.8%
1.01,3.5%,2.6%,65.8%,70.7%,53.8%
0.77,0.0%,1.5%,65.7%,47.7%,39.1%
0.76,2.1%,4.2%,45.8%,54.5%,50.0%
1.01,6.4%,3.2%,56.0%,65.7%,54.5%
0.96,4.0%,4.0%,57.3%,73.2%,41.5%
1.26,4.3%,13.0%,65.2%,76.7%,25.0%
1.22,8.1%,4.1%,58.1%,67.4%,58.1%
0.92,3.4%,5.7%,55.2%,72.9%,41.0%
3.19,20.0%,5.7%,48.6%,94.1%,72.2%
0.48,1.5%,7.7%,49.2%,53.1%,39.4%
0.92,4.8%,0.8%,63.2%,54.4%,45.7%
1.12,3.1%,0.0%,56.9%,75.7%,50.0%
4.00,0.0%,0.0%,79.2%,89.5%,60.0%
0.07,0.0%,7.9%,65.8%,44.0%,38.5%
1.29,6.6%,3.3%,63.9%,66.7%,59.1%
1.32,1.6%,1.6%,62.9%,61.5%,65.2%
0.75,6.1%,12.1%,57.6%,68.4%,42.9%
0.83,4.8%,2.4%,57.1%,70.8%,47.2%
0.82,8.3%,6.3%,77.1%,67.6%,27.3%
0.61,0.0%,3.3%,65.6%,62.5%,42.9%
0.82,1.4%,6.9%,48.6%,45.7%,40.5%
1.12,5.3%,4.0%,49.3%,70.3%,50.0%
0.73,5.0%,8.8%,52.5%,50.0%,44.7%
0.80,7.2%,2.1%,51.5%,66.0%,46.8%
1.08,5.4%,4.3%,55.9%,63.5%,48.8%
1.10,12.7%,2.8%,66.2%,78.7%,50.0%
1.08,2.7%,3.6%,53.2%,64.4%,46.2%
0.78,3.3%,2.5%,57.0%,75.4%,38.5%
0.33,0.0%,9.5%,50.0%,66.7%,28.6%
0.79,2.6%,5.1%,42.3%,54.5%,46.7%
0.90,4.9%,8.2%,55.7%,76.5%,40.7%
