DR,A%,DF%,1stIn,1st%,2nd%
0.68,5.9%,4.2%,51.7%,77.0%,31.6%
0.97,0.9%,3.6%,57.7%,54.7%,51.1%
1.23,5.9%,4.4%,45.6%,80.6%,64.9%
1.66,14.9%,8.5%,59.6%,89.3%,31.6%
0.42,13.0%,8.7%,58.7%,74.1%,21.1%
0.61,1.7%,4.3%,55.2%,64.1%,48.1%
1.98,1.5%,1.5%,58.5%,71.1%,77.8%
0.88,0.0%,1.3%,63.7%,60.8%,48.3%
1.11,2.1%,4.3%,58.5%,67.3%,46.2%
0.78,3.8%,2.5%,61.3%,55.1%,48.4%
0.66,0.0%,8.2%,60.3%,61.4%,44.8%
1.14,1.3%,10.3%,48.7%,60.5%,47.5%
1.17,3.9%,6.9%,54.9%,66.1%,52.2%
0.73,5.9%,1.5%,57.4%,76.9%,51.7%
0.64,0.0%,4.8%,62.5%,60.0%,46.2%
0.90,0.0%,5.1%,72.7%,62.5%,51.9%
0.90,4.0%,5.3%,64.0%,58.3%,37.0%
1.77,5.9%,0.0%,52.9%,85.2%,45.8%
0.90,0.0%,7.4%,57.4%,71.8%,41.4%
1.53,1.2%,2.4%,61.9%,75.0%,59.4%
1.63,3.8%,1.9%,54.7%,75.9%,62.5%
1.35,6.2%,4.6%,56.9%,75.7%,46.4%
1.35,1.4%,10.0%,51.4%,77.8%,32.4%
1.19,3.2%,1.6%,60.3%,68.4%,44.0%
1.17,2.4%,3.5%,54.1%,60.9%,64.1%
1.07,3.1%,2.3%,58.5%,72.4%,50.0%
1.31,2.9%,0.0%,58.8%,65.0%,53.6%
1.08,10.1%,5.6%,64.0%,68.4%,43.8%
1.17,4.3%,0.0%,56.5%,75.0%,62.5%
1.33,4.1%,4.1%,58.1%,69.8%,74.2%
0.75,7.5%,0.0%,53.7%,66.7%,45.2%
0.92,2.5%,2.5%,65.0%,56.4%,57.1%
1.96,4.4%,2.2%,55.6%,76.0%,70.0%
2.11,7.5%,5.0%,52.5%,76.2%,73.7%
0.75,2.5%,5.1%,59.5%,72.3%,59.4%
0.70,0.0%,0.0%,47.5%,63.2%,42.9%
1.65,3.6%,3.6%,61.8%,85.3%,57.1%
0.75,1.3%,5.0%,51.2%,61.0%,38.5%
0.82,2.6%,1.3%,64.9%,54.0%,63.0%
0.90,7.6%,6.3%,58.2%,71.7%,51.5%
1.37,8.3%,2.8%,51.4%,78.4%,57.1%
1.05,5.3%,3.9%,57.9%,63.6%,56.3%
1.96,2.0%,2.0%,62.0%,77.4%,68.4%
1.29,6.0%,0.0%,60.0%,66.7%,45.0%
3.16,2.9%,0.0%,52.9%,88.9%,75.0%
0.50,2.7%,0.0%,51.4%,31.6%,27.8%
1.13,0.0%,1.0%,63.0%,71.4%,43.2%
1.23,4.0%,2.7%,58.7%,75.0%,41.9%
2.54,0.0%,4.3%,39.1%,66.7%,85.7%
2.01,0.0%,20.8%,33.3%,75.0%,68.8%
0.78,3.4%,1.7%,50.0%,79.3%,55.2%
1.87,10.0%,12.0%,60.0%,86.7%,65.0%
0.97,11.8%,4.9%,55.9%,73.7%,46.7%
0.62,10.9%,5.5%,67.3%,67.6%,22.2%
1.18,10.4%,3.0%,50.7%,70.6%,63.6%
1.64,5.9%,2.0%,58.8%,76.7%,61.9%
0.97,7.0%,1.8%,57.9%,72.7%,52.1%
1.66,12.5%,4.2%,70.8%,79.4%,42.9%
0.81,6.6%,1.9%,59.4%,61.9%,46.5%
1.32,10.8%,2.2%,51.6%,70.8%,68.9%
1.09,12.6%,3.6%,57.7%,68.8%,48.9%
0.81,5.0%,3.3%,60.0%,66.7%,41.7%
0.84,5.1%,1.7%,67.8%,72.5%,36.8%
0.67,1.7%,3.3%,46.7%,60.7%,56.3%
4.15,7.1%,0.0%,64.3%,100.0%,60.0%
1.15,9.2%,2.6%,55.3%,76.2%,47.1%
1.57,0.0%,0.0%,51.1%,79.2%,56.5%
1.11,2.9%,4.9%,66.0%,77.9%,48.6%
1.92,7.5%,2.5%,52.5%,66.7%,68.4%
1.49,2.8%,1.4%,66.2%,76.6%,58.3%
1.08,5.7%,4.5%,50.0%,63.6%,54.5%
0.84,0.0%,4.8%,66.7%,57.1%,38.1%
1.24,2.5%,5.0%,67.5%,70.4%,42.3%
1.59,0.0%,4.3%,60.9%,75.0%,55.6%
0.64,4.1%,2.0%,49.0%,62.5%,60.0%
0.63,7.8%,2.0%,66.7%,41.2%,41.2%
1.12,2.1%,6.3%,58.3%,62.5%,52.5%
1.98,10.2%,0.0%,61.2%,86.7%,68.4%
0.70,0.0%,2.8%,70.8%,60.8%,47.6%
0.49,0.0%,5.4%,64.9%,33.3%,23.1%
2.72,3.0%,9.1%,72.7%,91.7%,33.3%
0.79,3.6%,3.6%,63.6%,48.6%,50.0%
2.34,0.0%,5.6%,83.3%,80.0%,33.3%
1.11,1.0%,3.1%,64.9%,58.7%,73.5%
1.54,8.3%,3.3%,76.7%,76.1%,50.0%
1.20,5.0%,6.3%,68.8%,69.1%,52.0%
0.79,3.0%,3.0%,63.0%,61.9%,51.4%
1.09,0.0%,2.5%,63.3%,70.0%,51.7%
0.79,0.8%,2.4%,70.2%,58.6%,45.9%
1.45,4.1%,9.5%,67.6%,66.0%,50.0%
0.86,9.0%,4.5%,67.2%,68.9%,50.0%
1.22,5.3%,8.0%,57.3%,67.4%,53.1%
1.04,1.0%,2.0%,62.4%,55.6%,55.3%
1.11,4.0%,2.7%,70.7%,67.9%,40.9%
1.94,0.0%,4.4%,48.9%,95.5%,47.8%
1.01,3.5%,2.4%,62.4%,64.2%,59.4%
0.67,4.0%,2.0%,54.0%,70.4%,39.1%
0.70,0.0%,5.4%,68.9%,56.9%,30.4%
0.46,6.8%,1.7%,67.8%,67.5%,26.3%
0.75,1.3%,5.0%,53.8%,55.8%,45.9%
1.18,4.8%,5.7%,62.9%,65.2%,56.4%
0.99,5.8%,1.9%,63.5%,69.7%,42.1%
1.28,2.9%,7.1%,50.0%,71.4%,51.4%
1.89,10.5%,5.3%,34.2%,84.6%,56.0%
0.74,0.0%,3.2%,55.6%,45.7%,39.3%
1.68,2.1%,6.4%,59.6%,78.6%,52.6%
0.64,6.6%,6.6%,42.6%,84.6%,45.7%
0.76,8.3%,7.4%,55.6%,63.3%,47.9%
0.67,2.9%,2.9%,66.3%,47.8%,48.6%
1.33,4.5%,0.0%,64.2%,72.1%,62.5%
0.38,5.9%,3.9%,58.8%,73.3%,33.3%
0.95,2.5%,2.5%,72.2%,63.2%,59.1%
1.17,13.0%,3.0%,59.0%,79.7%,46.3%
0.68,3.8%,2.5%,50.0%,80.0%,42.5%
1.06,2.3%,2.3%,60.9%,69.8%,58.8%
1.37,4.1%,2.7%,54.8%,75.0%,63.6%
0.53,0.0%,2.1%,48.9%,21.7%,50.0%
0.79,4.9%,3.3%,52.5%,68.8%,41.4%
0.77,1.2%,4.9%,59.8%,61.2%,42.4%
0.95,3.5%,2.4%,49.4%,64.3%,51.2%
1.04,6.0%,6.0%,47.6%,87.5%,47.7%
0.70,0.0%,6.3%,49.2%,54.8%,40.6%
0.87,8.0%,0.0%,58.0%,72.4%,57.1%
1.26,8.8%,2.9%,66.2%,71.1%,47.8%
2.09,17.4%,2.2%,65.2%,83.3%,68.8%
0.66,0.0%,1.7%,44.8%,73.1%,40.6%
0.33,6.7%,4.4%,51.1%,69.6%,45.5%
0.78,10.8%,7.2%,55.4%,69.6%,43.2%
1.16,9.5%,3.6%,52.4%,81.8%,70.0%
3.25,20.0%,10.0%,50.0%,100.0%,60.0%
0.33,8.5%,2.1%,51.1%,70.8%,30.4%
1.54,1.8%,9.1%,69.1%,84.2%,47.1%
0.85,2.5%,1.3%,48.8%,53.8%,53.7%
0.40,1.7%,3.4%,50.8%,50.0%,37.9%
0.81,0.0%,8.2%,46.9%,65.2%,42.3%
