DR,A%,DF%,1stIn,1st%,2nd%
0.68,0.0%,1.9%,71.2%,56.8%,46.7%
1.03,4.3%,2.2%,67.4%,62.9%,50.0%
1.24,9.2%,1.3%,59.2%,73.3%,58.1%
2.31,2.9%,0.0%,79.4%,74.1%,71.4%
0.81,8.2%,0.0%,61.6%,68.9%,57.1%
1.08,2.4%,5.9%,56.5%,64.6%,43.2%
1.56,1.9%,3.7%,74.1%,77.5%,57.1%
1.66,3.9%,0.0%,62.7%,75.0%,63.2%
1.14,0.0%,0.0%,72.1%,66.1%,50.0%
0.80,0.0%,0.0%,67.1%,63.3%,50.0%
1.04,2.9%,0.0%,69.5%,71.2%,59.4%
1.13,1.5%,3.1%,66.2%,65.1%,50.0%
0.96,1.2%,4.9%,71.6%,60.3%,39.1%
0.58,1.8%,1.8%,55.4%,58.1%,60.0%
1.38,4.6%,7.7%,64.6%,83.3%,34.8%
1.20,4.8%,2.4%,53.6%,84.4%,56.4%
2.26,4.3%,2.2%,54.3%,96.0%,61.9%
0.58,0.0%,7.1%,64.3%,44.4%,26.7%
0.67,2.9%,5.9%,68.6%,64.3%,31.3%
0.77,0.0%,5.6%,55.6%,67.5%,37.5%
0.49,4.2%,4.2%,62.5%,68.9%,37.0%
0.62,11.1%,1.9%,57.4%,64.5%,43.5%
1.45,1.8%,1.8%,76.4%,71.4%,53.8%
0.70,0.0%,3.5%,68.4%,51.3%,44.4%
0.82,3.4%,2.0%,59.9%,51.1%,54.2%
1.19,5.2%,0.7%,72.4%,72.2%,62.2%
1.07,4.0%,2.0%,68.2%,64.1%,68.8%
1.15,4.7%,0.0%,77.9%,71.6%,52.6%
1.47,0.0%,1.8%,73.2%,82.9%,46.7%
0.84,0.0%,1.5%,58.2%,51.3%,42.9%
1.04,2.2%,3.3%,59.8%,63.6%,32.4%
1.18,1.0%,4.0%,54.5%,64.8%,55.6%
1.22,2.8%,2.8%,62.5%,80.0%,33.3%
1.45,3.4%,1.7%,61.0%,77.8%,60.9%
0.78,0.0%,0.0%,61.3%,63.3%,41.9%
1.16,3.3%,4.3%,65.2%,66.7%,59.4%
1.18,4.4%,3.3%,68.9%,64.5%,57.1%
1.27,0.0%,0.0%,71.6%,66.7%,63.2%
0.69,1.6%,0.0%,74.6%,55.3%,43.8%
1.29,6.5%,0.0%,62.9%,69.2%,47.8%
0.88,2.4%,6.0%,56.0%,59.6%,32.4%
2.83,11.5%,0.0%,73.1%,73.7%,85.7%
0.57,0.0%,0.0%,70.2%,52.5%,41.2%
1.90,3.6%,1.8%,67.3%,86.5%,61.1%
0.74,0.0%,3.4%,63.8%,64.9%,28.6%
1.10,0.0%,1.8%,64.2%,54.3%,56.4%
1.32,1.6%,1.6%,64.5%,57.5%,54.5%
1.18,3.6%,0.0%,63.6%,68.6%,55.0%
1.24,4.9%,0.0%,72.1%,70.5%,35.3%
1.30,2.9%,4.3%,66.7%,67.4%,60.9%
1.19,2.2%,2.2%,65.2%,65.0%,46.9%
1.23,3.4%,5.2%,70.7%,65.9%,64.7%
1.06,2.5%,1.2%,64.2%,73.1%,51.7%
1.41,4.0%,2.0%,68.0%,67.6%,50.0%
1.08,7.0%,8.1%,62.8%,75.9%,56.3%
1.21,1.2%,2.4%,63.9%,71.7%,50.0%
1.71,3.8%,5.8%,53.8%,82.1%,62.5%
0.89,6.7%,6.7%,54.8%,71.9%,48.9%
1.16,2.4%,8.3%,54.8%,76.1%,42.1%
0.72,1.6%,1.6%,63.5%,55.0%,52.2%
1.05,1.2%,2.3%,66.3%,61.4%,58.6%
0.94,5.5%,0.0%,72.5%,54.4%,30.0%
1.24,4.4%,0.0%,67.6%,73.9%,45.5%
1.00,0.0%,2.9%,70.6%,66.7%,30.0%
0.99,2.7%,5.5%,57.3%,66.7%,40.4%
0.70,3.8%,1.9%,60.4%,53.1%,42.9%
1.03,0.0%,0.0%,65.7%,63.0%,62.5%
1.13,0.0%,0.0%,72.4%,71.4%,50.0%
0.53,2.1%,3.2%,63.2%,56.7%,48.6%
1.09,0.0%,2.0%,58.4%,66.1%,61.9%
1.16,2.6%,3.9%,52.6%,70.0%,50.0%
0.99,4.7%,2.3%,58.1%,64.0%,44.4%
0.75,2.9%,2.9%,50.0%,61.8%,47.1%
1.05,5.3%,5.3%,59.2%,60.0%,54.8%
2.64,5.6%,5.6%,58.3%,81.0%,73.3%
1.48,2.0%,5.9%,49.0%,84.0%,53.8%
1.21,0.0%,4.9%,57.4%,65.7%,46.2%
0.81,3.2%,3.2%,68.4%,63.1%,46.7%
1.34,0.0%,6.3%,60.3%,63.2%,60.0%
0.85,3.5%,1.2%,65.1%,58.9%,53.3%
0.84,5.5%,4.1%,61.6%,53.3%,46.4%
1.24,6.8%,4.1%,58.1%,69.8%,51.6%
1.02,0.0%,2.5%,78.5%,64.5%,58.8%
0.99,2.7%,0.9%,71.7%,65.4%,59.4%
0.94,1.3%,0.0%,62.7%,57.4%,46.4%
1.61,0.0%,1.8%,60.7%,64.7%,68.2%
0.85,1.5%,3.8%,63.4%,65.1%,45.8%
1.26,1.6%,1.6%,59.0%,63.9%,60.0%
1.14,2.9%,2.9%,58.8%,67.5%,53.6%
0.87,1.3%,6.5%,57.1%,65.9%,42.4%
0.76,1.1%,1.1%,75.9%,54.5%,52.4%
0.33,16.0%,0.0%,100.0%,60.0%,-
0.81,0.0%,1.5%,64.2%,55.8%,45.8%
1.57,0.0%,1.9%,64.2%,79.4%,63.2%
1.01,0.0%,2.9%,61.8%,57.1%,53.8%
0.70,1.4%,1.4%,62.9%,54.5%,50.0%
1.06,3.9%,2.9%,66.0%,64.7%,42.9%
1.44,0.0%,1.5%,56.9%,73.0%,50.0%
1.46,0.0%,0.0%,70.9%,66.7%,56.3%
1.47,8.2%,2.0%,67.3%,75.8%,50.0%
1.10,6.3%,1.1%,56.8%,59.3%,61.0%
0.85,4.0%,1.3%,62.7%,68.1%,53.6%
2.22,2.4%,2.4%,69.0%,79.3%,69.2%
0.92,5.7%,0.0%,62.5%,65.5%,54.5%
1.69,2.3%,2.3%,55.8%,75.0%,63.2%
0.61,1.6%,3.2%,71.0%,63.6%,38.9%
0.71,0.0%,1.7%,55.9%,57.6%,46.2%
1.40,4.7%,0.0%,71.8%,75.4%,62.5%
1.25,2.5%,0.0%,69.6%,67.3%,54.2%
0.58,0.0%,2.0%,60.0%,43.3%,35.0%
1.57,0.0%,0.0%,69.1%,72.3%,71.4%
1.65,2.0%,2.0%,66.7%,73.5%,58.8%
1.11,0.0%,0.0%,68.2%,65.0%,42.9%
0.78,0.0%,0.0%,65.7%,63.6%,39.1%
0.67,3.2%,0.0%,82.3%,51.0%,45.5%
1.38,3.4%,1.7%,72.9%,67.4%,56.3%
0.41,5.4%,1.1%,73.9%,60.3%,37.5%
1.17,7.0%,0.0%,66.2%,76.6%,41.7%
1.19,1.4%,1.4%,59.2%,73.8%,58.6%
1.52,8.3%,1.7%,65.0%,76.9%,66.7%
0.89,2.3%,3.4%,62.5%,47.3%,54.5%
0.82,6.8%,1.4%,56.8%,57.1%,31.3%
1.43,7.0%,5.3%,59.6%,64.7%,56.5%
1.67,3.9%,2.0%,66.7%,85.3%,41.2%
0.87,5.6%,1.1%,66.3%,62.7%,30.0%
1.27,3.6%,0.0%,67.3%,70.3%,50.0%
1.93,8.6%,0.0%,74.3%,80.8%,22.2%
1.25,1.2%,2.4%,68.7%,68.4%,50.0%
0.82,1.2%,3.5%,55.8%,66.7%,39.5%
0.51,4.3%,0.0%,70.2%,51.5%,57.1%
1.02,2.2%,1.1%,60.7%,77.8%,45.7%
1.64,7.1%,0.0%,82.1%,82.6%,60.0%
1.12,2.1%,2.1%,62.8%,72.9%,45.7%
0.80,3.8%,2.5%,63.3%,60.0%,41.4%
1.59,10.3%,1.5%,60.3%,80.5%,59.3%
0.89,5.1%,1.3%,62.8%,63.3%,41.4%
1.40,0.0%,0.0%,51.8%,72.4%,59.3%
1.19,4.6%,2.3%,56.3%,77.6%,44.7%
1.08,2.4%,1.2%,66.3%,74.5%,50.0%
0.95,3.7%,3.7%,59.0%,65.8%,40.0%
0.77,1.1%,1.1%,60.9%,60.7%,58.3%
1.13,1.5%,2.9%,60.3%,61.0%,48.1%
1.17,1.3%,1.3%,55.3%,59.5%,61.8%
0.89,3.7%,0.7%,74.1%,76.0%,62.9%
1.04,5.7%,0.0%,62.9%,67.0%,53.8%
1.27,3.7%,0.0%,69.1%,75.0%,64.0%
1.13,2.5%,2.5%,67.1%,75.5%,50.0%
0.42,7.1%,0.0%,59.5%,56.0%,35.3%
2.83,3.0%,0.0%,69.7%,87.0%,60.0%
1.19,5.1%,2.5%,51.9%,68.3%,68.4%
2.55,5.1%,0.0%,71.8%,75.0%,90.9%
1.35,4.8%,1.6%,71.0%,75.0%,38.9%
1.04,3.0%,1.0%,68.0%,67.6%,56.3%
0.69,2.6%,1.3%,68.8%,64.2%,37.5%
1.11,3.3%,2.2%,60.4%,61.8%,55.6%
0.76,4.8%,3.2%,66.7%,59.5%,38.1%
1.45,3.7%,3.7%,63.0%,79.4%,45.0%
1.15,1.3%,2.6%,62.8%,75.5%,41.4%
2.67,4.7%,0.0%,69.8%,90.0%,69.2%
1.37,3.4%,1.7%,64.4%,78.9%,47.6%
1.19,0.0%,3.6%,58.3%,71.4%,57.1%
0.84,5.5%,0.9%,65.1%,62.0%,44.7%
1.27,5.7%,1.4%,67.1%,72.3%,43.5%
0.72,1.4%,2.7%,63.0%,63.0%,22.2%
1.52,13.2%,5.7%,66.0%,80.0%,38.9%
0.92,2.6%,5.3%,55.3%,61.9%,50.0%
0.95,3.2%,1.1%,64.2%,63.9%,44.1%
1.85,2.1%,0.0%,72.9%,77.1%,61.5%
2.29,4.8%,0.0%,66.7%,82.1%,71.4%
0.71,0.0%,2.6%,50.0%,57.9%,52.6%
1.33,5.6%,2.8%,59.7%,76.7%,65.5%
0.82,5.8%,1.4%,72.5%,56.0%,47.4%
1.36,2.4%,2.4%,61.0%,84.0%,56.3%
1.23,11.4%,2.5%,69.6%,80.0%,62.5%
1.36,4.3%,0.0%,58.6%,68.3%,72.4%
1.19,3.1%,2.1%,68.8%,65.2%,53.3%
0.95,6.1%,4.9%,57.3%,70.2%,48.6%
0.80,1.2%,1.2%,65.9%,64.8%,42.9%
0.86,8.5%,2.4%,56.1%,63.0%,41.7%
1.07,16.1%,3.4%,60.9%,86.8%,26.5%
1.84,7.7%,3.8%,65.4%,88.2%,61.1%
2.17,11.1%,0.0%,62.2%,82.1%,64.7%
0.82,2.9%,1.4%,60.0%,64.3%,53.6%
1.58,6.9%,0.0%,60.3%,74.3%,60.9%
0.75,0.0%,3.4%,54.0%,57.4%,45.0%
0.85,2.5%,2.5%,56.7%,60.3%,48.1%
0.92,3.8%,1.9%,56.6%,66.7%,69.6%
0.87,3.6%,4.8%,53.0%,68.2%,35.9%
0.95,0.0%,0.0%,64.5%,63.4%,38.5%
1.13,2.0%,4.0%,58.4%,64.4%,54.8%
1.61,3.4%,1.7%,58.6%,79.4%,50.0%
1.32,0.0%,1.2%,71.4%,70.0%,66.7%
0.67,3.4%,0.0%,84.5%,61.2%,22.2%
1.99,4.4%,2.2%,60.0%,81.5%,66.7%
0.53,3.9%,2.0%,51.0%,53.8%,40.0%
1.36,3.8%,1.9%,69.8%,64.9%,43.8%
3.27,5.9%,2.9%,64.7%,86.4%,75.0%
2.25,4.8%,0.0%,73.8%,80.6%,63.6%
0.85,1.2%,4.9%,57.3%,51.1%,40.0%
1.30,3.8%,2.5%,60.8%,77.1%,64.5%
1.18,1.3%,5.0%,53.8%,69.8%,45.9%
1.32,1.5%,3.0%,71.2%,63.8%,68.4%
0.97,0.0%,3.8%,68.8%,63.6%,64.0%
1.36,9.1%,1.8%,54.5%,80.0%,48.0%
0.77,3.3%,5.6%,61.1%,69.1%,54.3%
1.70,0.0%,6.1%,51.0%,80.0%,54.2%
0.68,0.0%,5.5%,52.7%,51.7%,50.0%
1.45,5.6%,1.4%,72.2%,82.7%,45.0%
0.78,6.5%,0.0%,60.9%,67.9%,33.3%
0.80,6.2%,3.7%,55.6%,60.0%,44.4%
1.23,5.6%,2.2%,55.1%,83.7%,50.0%
0.56,0.0%,0.0%,56.1%,56.5%,38.9%
0.68,5.8%,2.9%,67.0%,62.3%,44.1%
1.95,0.0%,2.2%,75.6%,73.5%,81.8%
0.57,5.1%,3.8%,59.0%,63.0%,46.9%
0.77,8.2%,4.1%,63.0%,69.6%,48.1%
1.34,8.7%,1.4%,66.7%,82.6%,56.5%
1.61,4.3%,2.1%,66.0%,74.2%,62.5%
0.62,0.0%,9.8%,62.7%,59.4%,31.6%
0.88,2.9%,2.9%,59.8%,57.4%,58.5%
0.89,1.9%,6.8%,59.2%,72.1%,40.5%
0.77,2.6%,3.4%,64.7%,60.0%,48.8%
1.46,2.9%,4.3%,68.6%,75.0%,45.5%
0.87,5.6%,3.4%,48.3%,67.4%,58.7%
0.68,3.1%,7.8%,62.5%,67.5%,25.0%
0.66,5.1%,5.1%,67.8%,65.0%,36.8%
0.90,5.5%,1.8%,65.5%,75.0%,52.6%
0.85,0.0%,7.4%,45.6%,58.1%,51.4%
1.07,1.0%,7.0%,56.0%,60.7%,29.5%
0.84,1.2%,6.1%,67.1%,50.9%,37.0%
1.60,3.8%,5.8%,51.9%,77.8%,60.0%
0.92,0.0%,10.5%,49.5%,63.8%,45.8%
1.51,4.5%,0.0%,70.5%,61.3%,61.5%
1.00,0.9%,5.4%,52.7%,66.1%,52.8%
0.73,2.2%,0.0%,60.0%,44.4%,66.7%
1.03,2.6%,7.7%,64.1%,62.0%,46.4%
1.62,0.0%,0.0%,57.4%,61.3%,78.3%
0.88,2.7%,2.7%,57.5%,50.0%,64.5%
1.13,6.3%,6.3%,62.5%,72.0%,50.0%
1.00,10.1%,2.9%,59.4%,75.6%,42.9%
1.33,1.9%,11.1%,59.3%,90.6%,50.0%
1.34,6.8%,6.8%,54.2%,71.9%,55.6%
0.68,4.2%,5.9%,60.2%,62.0%,42.6%
1.02,3.3%,2.2%,63.7%,77.6%,48.5%
0.95,4.9%,8.5%,53.7%,59.1%,42.1%
0.96,1.9%,3.9%,56.3%,77.6%,44.4%
1.22,16.7%,4.5%,63.6%,81.0%,50.0%
1.37,6.3%,4.8%,54.0%,82.4%,51.7%
0.69,3.4%,5.1%,64.4%,57.9%,42.9%
1.11,4.6%,1.5%,60.0%,74.4%,38.5%
1.59,0.0%,0.0%,67.8%,75.0%,68.4%
0.31,4.9%,7.3%,48.8%,55.0%,33.3%
1.18,8.6%,2.9%,57.1%,82.5%,53.3%
1.25,6.6%,1.6%,52.5%,81.3%,44.8%
0.67,2.6%,2.6%,59.0%,60.9%,50.0%
2.25,9.3%,2.3%,51.2%,77.3%,81.0%
1.38,12.7%,5.1%,64.6%,76.5%,67.9%
0.79,4.9%,2.5%,55.6%,57.8%,50.0%
1.66,0.0%,6.1%,66.7%,86.4%,45.5%
0.44,7.8%,2.0%,60.8%,71.0%,45.0%
1.02,2.3%,3.5%,59.3%,74.5%,57.1%
1.17,3.9%,5.3%,57.9%,63.6%,43.8%
1.32,5.9%,1.5%,57.4%,69.2%,65.5%
1.22,5.3%,3.5%,54.4%,67.7%,53.8%
0.77,0.0%,5.3%,68.4%,53.8%,29.2%
0.91,1.7%,5.0%,54.5%,56.1%,45.5%
1.63,1.9%,1.9%,61.1%,60.6%,85.7%
0.45,7.3%,7.3%,56.4%,58.1%,50.0%
1.30,6.2%,3.7%,67.9%,76.4%,50.0%
1.03,1.4%,4.3%,61.4%,69.8%,44.4%
1.42,0.0%,7.9%,66.7%,69.0%,52.4%
0.49,1.9%,5.6%,63.0%,47.1%,50.0%
1.00,1.0%,2.1%,63.9%,71.0%,45.7%
1.17,2.1%,3.2%,56.8%,63.0%,53.7%
3.16,15.6%,3.1%,71.9%,82.6%,77.8%
0.71,6.1%,2.0%,63.3%,74.2%,50.0%
1.11,8.1%,2.3%,54.7%,76.6%,53.8%
0.93,4.0%,4.0%,54.5%,63.0%,42.2%
1.29,7.6%,3.0%,69.7%,71.7%,55.0%
1.08,9.4%,5.2%,57.3%,78.2%,53.7%
0.43,9.3%,3.7%,61.1%,60.6%,23.8%
1.04,2.5%,8.9%,53.2%,81.0%,56.8%
0.93,7.9%,7.9%,64.0%,63.2%,43.8%
1.13,3.8%,1.3%,71.3%,70.2%,56.5%
1.13,5.6%,1.1%,69.7%,67.7%,51.9%
2.20,6.8%,0.0%,65.9%,82.8%,66.7%
0.86,0.0%,5.5%,60.3%,56.8%,34.5%
0.64,1.9%,5.8%,69.2%,63.9%,25.0%
1.03,2.2%,0.0%,63.7%,62.1%,36.4%
2.04,7.0%,0.0%,72.1%,83.9%,41.7%
1.41,1.8%,5.3%,59.6%,61.8%,60.9%
1.51,1.6%,0.0%,66.1%,73.2%,71.4%
0.80,2.1%,5.2%,56.3%,57.4%,47.6%
0.77,0.0%,3.3%,55.7%,55.9%,25.9%
1.37,1.3%,2.6%,63.2%,70.8%,57.1%
0.91,2.8%,1.4%,60.3%,64.7%,60.7%
1.21,11.9%,6.0%,61.2%,75.6%,61.5%
0.98,4.2%,7.3%,63.5%,55.7%,45.7%
0.87,0.0%,3.4%,63.2%,63.6%,46.9%
0.81,1.8%,8.8%,50.9%,55.2%,35.7%
2.10,2.3%,4.5%,59.1%,80.8%,44.4%
0.76,3.1%,7.7%,50.8%,63.6%,40.6%
0.58,1.3%,1.3%,63.7%,66.7%,37.9%
1.18,2.2%,7.9%,61.8%,76.4%,44.1%
0.48,0.0%,2.4%,61.9%,57.7%,12.5%
1.17,5.8%,2.9%,49.3%,70.6%,51.4%
1.57,1.9%,5.7%,67.9%,72.2%,47.1%
1.47,2.6%,5.2%,64.9%,80.0%,70.4%
0.49,0.0%,6.3%,58.3%,35.7%,40.0%
0.72,3.8%,10.0%,47.5%,78.9%,35.7%
1.42,3.6%,0.0%,49.1%,74.1%,67.9%
1.11,4.7%,9.3%,58.1%,68.0%,44.4%
2.69,5.3%,5.3%,52.6%,95.0%,55.6%
0.72,2.6%,5.3%,64.5%,53.1%,51.9%
0.80,2.0%,2.0%,65.3%,53.0%,51.4%
1.09,0.0%,2.6%,56.6%,69.8%,54.5%
1.32,3.3%,3.3%,46.7%,57.1%,43.8%
1.91,7.1%,0.0%,57.1%,75.0%,66.7%
1.86,5.7%,0.0%,56.6%,70.0%,78.3%
3.14,2.9%,0.0%,51.4%,94.4%,70.6%
0.85,2.0%,1.0%,57.0%,68.4%,44.2%
0.76,0.0%,0.0%,64.0%,68.8%,38.9%
0.79,2.2%,2.2%,54.4%,65.3%,51.2%
